deso,kommun,lan,kommunnamn,lannamn,2_doser,minst_1_dos
1276B3010,1276,12,Klippan,Skåne,0.64,0.73
1284C1090,1284,12,Höganäs,Skåne,0.75,0.85
1082C1130,1082,10,Karlshamn,Blekinge,0.71,0.82
1081B2010,1081,10,Ronneby,Blekinge,0.79,0.88
1272A0010,1272,12,Bromölla,Skåne,0.7,0.82
1080C1240,1080,10,Karlskrona,Blekinge,0.85,0.94
1081C1090,1081,10,Ronneby,Blekinge,0.69,0.79
1490C1470,1490,14,Borås,Västra Götaland,0.47,0.63
1480C3010,1480,14,Göteborg,Västra Götaland,0.68,0.88
1081C1080,1081,10,Ronneby,Blekinge,0.78,0.86
1284C1110,1284,12,Höganäs,Skåne,0.7,0.8
1283A0040,1283,12,Helsingborg,Skåne,0.67,0.78
1284C1100,1284,12,Höganäs,Skåne,0.71,0.81
1276A0030,1276,12,Klippan,Skåne,0.64,0.73
1489C1090,1489,14,Alingsås,Västra Götaland,0.54,0.72
1489C1110,1489,14,Alingsås,Västra Götaland,0.55,0.73
1081B3010,1081,10,Ronneby,Blekinge,0.78,0.86
1292C1010,1292,12,Ängelholm,Skåne,0.78,0.86
1485C1220,1485,14,Uddevalla,Västra Götaland,0.42,0.57
1080A0030,1080,10,Karlskrona,Blekinge,0.82,0.92
1292C1020,1292,12,Ängelholm,Skåne,0.77,0.86
1284B2010,1284,12,Höganäs,Skåne,0.8,0.89
1284A0010,1284,12,Höganäs,Skåne,0.71,0.78
1256A0010,1256,12,Östra Göinge,Skåne,0.69,0.83
1292C1040,1292,12,Ängelholm,Skåne,0.74,0.83
1081C1110,1081,10,Ronneby,Blekinge,0.76,0.84
1292C1090,1292,12,Ängelholm,Skåne,0.67,0.8
0581C1320,0581,05,Norrköping,Östergötland,0.52,0.79
1292C1080,1292,12,Ängelholm,Skåne,0.82,0.88
1292A0020,1292,12,Ängelholm,Skåne,0.64,0.75
1060C1020,1060,10,Olofström,Blekinge,0.75,0.84
1081C1100,1081,10,Ronneby,Blekinge,0.68,0.8
1256C1010,1256,12,Östra Göinge,Skåne,0.62,0.75
1292C1060,1292,12,Ängelholm,Skåne,0.71,0.81
0581C1520,0581,05,Norrköping,Östergötland,0.78,0.88
1080B2010,1080,10,Karlskrona,Blekinge,0.82,0.92
1292B2010,1292,12,Ängelholm,Skåne,0.69,0.81
0136C1270,0136,01,Haninge,Stockholm,0.4,0.52
0136C1280,0136,01,Haninge,Stockholm,0.4,0.53
0140C1030,0140,01,Nykvarn,Stockholm,0.75,0.87
1284C1120,1284,12,Höganäs,Skåne,0.78,0.88
1256C1020,1256,12,Östra Göinge,Skåne,0.62,0.75
1275A0010,1275,12,Perstorp,Skåne,0.71,0.77
1080A0060,1080,10,Karlskrona,Blekinge,0.75,0.85
1080A0050,1080,10,Karlskrona,Blekinge,0.74,0.85
1060A0010,1060,10,Olofström,Blekinge,0.74,0.85
1293A0060,1293,12,Hässleholm,Skåne,0.64,0.75
1284A0030,1284,12,Höganäs,Skåne,0.82,0.88
1257A0010,1257,12,Örkelljunga,Skåne,0.66,0.77
1256A0020,1256,12,Östra Göinge,Skåne,0.67,0.77
1284B2020,1284,12,Höganäs,Skåne,0.79,0.89
1082A0010,1082,10,Karlshamn,Blekinge,0.73,0.83
1292C1100,1292,12,Ängelholm,Skåne,0.78,0.86
1292C1120,1292,12,Ängelholm,Skåne,0.8,0.9
1880C1420,1880,18,Örebro,Örebro,0.7,0.79
1880C1400,1880,18,Örebro,Örebro,0.65,0.75
1256B4010,1256,12,Östra Göinge,Skåne,0.62,0.75
1082B2010,1082,10,Karlshamn,Blekinge,0.63,0.76
1080A0040,1080,10,Karlskrona,Blekinge,0.79,0.89
1080B2020,1080,10,Karlskrona,Blekinge,0.8,0.91
1060C1030,1060,10,Olofström,Blekinge,0.69,0.8
1292C1110,1292,12,Ängelholm,Skåne,0.79,0.87
1060C1040,1060,10,Olofström,Blekinge,0.59,0.74
1880C1130,1880,18,Örebro,Örebro,0.69,0.81
0126C1110,0126,01,Huddinge,Stockholm,0.38,0.52
0126C1140,0126,01,Huddinge,Stockholm,0.44,0.57
1060C1050,1060,10,Olofström,Blekinge,0.66,0.77
1290A0110,1290,12,Kristianstad,Skåne,0.71,0.84
1292B2020,1292,12,Ängelholm,Skåne,0.73,0.82
0880C1110,0880,08,Kalmar,Kalmar,0.66,0.84
1380C1160,1380,13,Halmstad,Halland,0.48,0.69
1380C1170,1380,13,Halmstad,Halland,0.57,0.78
0840A0020,0840,08,Mörbylånga,Kalmar,0.81,0.9
1293B7010,1293,12,Hässleholm,Skåne,0.67,0.76
1257C1030,1257,12,Örkelljunga,Skåne,0.55,0.67
1292C1150,1292,12,Ängelholm,Skåne,0.78,0.87
0180C2400,0180,01,Stockholm,Stockholm,0.68,0.87
0180C2420,0180,01,Stockholm,Stockholm,0.64,0.8
1257C1020,1257,12,Örkelljunga,Skåne,0.66,0.76
1257C1010,1257,12,Örkelljunga,Skåne,0.72,0.81
1292C1130,1292,12,Ängelholm,Skåne,0.78,0.87
0880C1060,0880,08,Kalmar,Kalmar,0.64,0.83
1380C1130,1380,13,Halmstad,Halland,0.34,0.52
0880C1120,0880,08,Kalmar,Kalmar,0.6,0.73
1293B4010,1293,12,Hässleholm,Skåne,0.61,0.72
1293A0050,1293,12,Hässleholm,Skåne,0.73,0.83
1293A0040,1293,12,Hässleholm,Skåne,0.69,0.8
1293B4020,1293,12,Hässleholm,Skåne,0.67,0.76
1257C1040,1257,12,Örkelljunga,Skåne,0.73,0.81
1284A0020,1284,12,Höganäs,Skåne,0.78,0.86
1256B3010,1256,12,Östra Göinge,Skåne,0.64,0.76
1292C1140,1292,12,Ängelholm,Skåne,0.83,0.9
1293A0070,1293,12,Hässleholm,Skåne,0.71,0.81
1292B3010,1292,12,Ängelholm,Skåne,0.73,0.83
1081A0030,1081,10,Ronneby,Blekinge,0.8,0.88
1081A0020,1081,10,Ronneby,Blekinge,0.76,0.84
1060B2010,1060,10,Olofström,Blekinge,0.74,0.85
1293B6010,1293,12,Hässleholm,Skåne,0.7,0.79
1273C1010,1273,12,Osby,Skåne,0.75,0.86
1278C1010,1278,12,Båstad,Skåne,0.78,0.86
1278C1030,1278,12,Båstad,Skåne,0.75,0.85
1273A0020,1273,12,Osby,Skåne,0.69,0.8
0763B2010,0763,07,Tingsryd,Kronoberg,0.72,0.82
1381A0020,1381,13,Laholm,Halland,0.63,0.77
1273A0010,1273,12,Osby,Skåne,0.73,0.84
1081A0040,1081,10,Ronneby,Blekinge,0.73,0.81
1278A0020,1278,12,Båstad,Skåne,0.75,0.85
1080A0100,1080,10,Karlskrona,Blekinge,0.72,0.81
1273C1020,1273,12,Osby,Skåne,0.76,0.87
1278B2020,1278,12,Båstad,Skåne,0.67,0.76
1278B2010,1278,12,Båstad,Skåne,0.74,0.83
1082A0030,1082,10,Karlshamn,Blekinge,0.72,0.82
1292A0040,1292,12,Ängelholm,Skåne,0.72,0.81
1273C1030,1273,12,Osby,Skåne,0.64,0.79
1273C1040,1273,12,Osby,Skåne,0.61,0.76
1273C1050,1273,12,Osby,Skåne,0.68,0.81
1273B2010,1273,12,Osby,Skåne,0.68,0.8
1080A0070,1080,10,Karlskrona,Blekinge,0.74,0.85
1278B2030,1278,12,Båstad,Skåne,0.7,0.8
1257A0020,1257,12,Örkelljunga,Skåne,0.6,0.69
0834B2010,0834,08,Torsås,Kalmar,0.72,0.81
1293A0080,1293,12,Hässleholm,Skåne,0.7,0.78
0834C1010,0834,08,Torsås,Kalmar,0.73,0.83
0840A0010,0840,08,Mörbylånga,Kalmar,0.81,0.88
1257A0030,1257,12,Örkelljunga,Skåne,0.64,0.74
1278A0010,1278,12,Båstad,Skåne,0.78,0.84
1080A0080,1080,10,Karlskrona,Blekinge,0.76,0.87
1381B5010,1381,13,Laholm,Halland,0.67,0.8
1080A0090,1080,10,Karlskrona,Blekinge,0.75,0.84
1081A0050,1081,10,Ronneby,Blekinge,0.71,0.8
1256A0030,1256,12,Östra Göinge,Skåne,0.72,0.82
1278C1020,1278,12,Båstad,Skåne,0.8,0.87
1060A0020,1060,10,Olofström,Blekinge,0.72,0.82
1381A0010,1381,13,Laholm,Halland,0.65,0.78
0180C1240,0180,01,Stockholm,Stockholm,0.69,0.82
0138C1220,0138,01,Tyresö,Stockholm,0.74,0.85
1880C1600,1880,18,Örebro,Örebro,0.42,0.53
0834B3010,0834,08,Torsås,Kalmar,0.71,0.82
0767C1020,0767,07,Markaryd,Kronoberg,0.65,0.79
0880C1230,0880,08,Kalmar,Kalmar,0.84,0.91
0765A0020,0765,07,Älmhult,Kronoberg,0.64,0.8
0763A0050,0763,07,Tingsryd,Kronoberg,0.71,0.83
0880B4010,0880,08,Kalmar,Kalmar,0.77,0.86
1278B3010,1278,12,Båstad,Skåne,0.84,0.9
0767C1010,0767,07,Markaryd,Kronoberg,0.57,0.72
0767C1030,0767,07,Markaryd,Kronoberg,0.65,0.76
1781C1040,1781,17,Kristinehamn,Värmland,0.7,0.83
0180C1610,0180,01,Stockholm,Stockholm,0.67,0.81
0180C1720,0180,01,Stockholm,Stockholm,0.39,0.52
1381B2010,1381,13,Laholm,Halland,0.75,0.86
1381A0030,1381,13,Laholm,Halland,0.68,0.84
1381C1010,1381,13,Laholm,Halland,0.63,0.76
1381C1030,1381,13,Laholm,Halland,0.72,0.83
0834A0020,0834,08,Torsås,Kalmar,0.71,0.79
1273A0030,1273,12,Osby,Skåne,0.62,0.77
0763C1010,0763,07,Tingsryd,Kronoberg,0.7,0.83
1381B2020,1381,13,Laholm,Halland,0.81,0.91
0180C1690,0180,01,Stockholm,Stockholm,0.63,0.73
0840C1010,0840,08,Mörbylånga,Kalmar,0.74,0.84
0763C1020,0763,07,Tingsryd,Kronoberg,0.69,0.8
0765C1010,0765,07,Älmhult,Kronoberg,0.62,0.82
0765C1030,0765,07,Älmhult,Kronoberg,0.5,0.7
0763A0010,0763,07,Tingsryd,Kronoberg,0.65,0.77
0765C1020,0765,07,Älmhult,Kronoberg,0.68,0.87
0767B2010,0767,07,Markaryd,Kronoberg,0.55,0.69
0765C1040,0765,07,Älmhult,Kronoberg,0.66,0.86
1381A0050,1381,13,Laholm,Halland,0.66,0.8
0880A0010,0880,08,Kalmar,Kalmar,0.77,0.85
0180C2490,0180,01,Stockholm,Stockholm,0.73,0.87
0180C2520,0180,01,Stockholm,Stockholm,0.56,0.77
0180C2440,0180,01,Stockholm,Stockholm,0.63,0.83
0180C2530,0180,01,Stockholm,Stockholm,0.64,0.84
1381B3010,1381,13,Laholm,Halland,0.62,0.77
0765C1050,0765,07,Älmhult,Kronoberg,0.64,0.81
1381B3020,1381,13,Laholm,Halland,0.66,0.79
0880C1040,0880,08,Kalmar,Kalmar,0.81,0.9
0767B2020,0767,07,Markaryd,Kronoberg,0.63,0.76
0880B3010,0880,08,Kalmar,Kalmar,0.79,0.88
0765A0010,0765,07,Älmhult,Kronoberg,0.65,0.82
0880A0020,0880,08,Kalmar,Kalmar,0.69,0.78
0763A0020,0763,07,Tingsryd,Kronoberg,0.74,0.82
0862C1020,0862,08,Emmaboda,Kalmar,0.6,0.74
0180C2590,0180,01,Stockholm,Stockholm,0.68,0.85
0182C1130,0182,01,Nacka,Stockholm,0.71,0.82
1380C1010,1380,13,Halmstad,Halland,0.81,0.9
0180C2500,0180,01,Stockholm,Stockholm,0.49,0.62
0180C2630,0180,01,Stockholm,Stockholm,0.64,0.85
0862C1010,0862,08,Emmaboda,Kalmar,0.7,0.81
0862A0020,0862,08,Emmaboda,Kalmar,0.75,0.84
0763A0030,0763,07,Tingsryd,Kronoberg,0.72,0.83
0862C1030,0862,08,Emmaboda,Kalmar,0.75,0.85
0180C3020,0180,01,Stockholm,Stockholm,0.68,0.85
0180C3010,0180,01,Stockholm,Stockholm,0.52,0.7
0180C2990,0180,01,Stockholm,Stockholm,0.64,0.77
1380C1020,1380,13,Halmstad,Halland,0.74,0.86
0880B3020,0880,08,Kalmar,Kalmar,0.79,0.87
1381A0040,1381,13,Laholm,Halland,0.7,0.77
0180C2920,0180,01,Stockholm,Stockholm,0.68,0.82
0840B2010,0840,08,Mörbylånga,Kalmar,0.82,0.91
0840B2030,0840,08,Mörbylånga,Kalmar,0.76,0.87
0880B2010,0880,08,Kalmar,Kalmar,0.82,0.9
0880C1010,0880,08,Kalmar,Kalmar,0.83,0.92
0862A0010,0862,08,Emmaboda,Kalmar,0.73,0.82
0880C1020,0880,08,Kalmar,Kalmar,0.73,0.87
0840B2040,0840,08,Mörbylånga,Kalmar,0.84,0.92
0180C2970,0180,01,Stockholm,Stockholm,0.63,0.81
0180C3030,0180,01,Stockholm,Stockholm,0.65,0.8
1380C1050,1380,13,Halmstad,Halland,0.66,0.79
0880C1030,0880,08,Kalmar,Kalmar,0.73,0.87
0880C1070,0880,08,Kalmar,Kalmar,0.76,0.87
1380C1080,1380,13,Halmstad,Halland,0.43,0.58
0180C3170,0180,01,Stockholm,Stockholm,0.69,0.86
1380C1030,1380,13,Halmstad,Halland,0.69,0.79
0765B2010,0765,07,Älmhult,Kronoberg,0.65,0.81
0880A0030,0880,08,Kalmar,Kalmar,0.82,0.91
1380C1040,1380,13,Halmstad,Halland,0.85,0.91
0880C1080,0880,08,Kalmar,Kalmar,0.68,0.85
1380C1110,1380,13,Halmstad,Halland,0.75,0.83
0880C1090,0880,08,Kalmar,Kalmar,0.74,0.88
1380C1060,1380,13,Halmstad,Halland,0.85,0.93
0767A0010,0767,07,Markaryd,Kronoberg,0.67,0.81
1380C1070,1380,13,Halmstad,Halland,0.54,0.68
0880C1100,0880,08,Kalmar,Kalmar,0.85,0.93
0180C3250,0180,01,Stockholm,Stockholm,0.71,0.87
0180C3280,0180,01,Stockholm,Stockholm,0.77,0.89
1761C1050,1761,17,Hammarö,Värmland,0.78,0.89
0180C3260,0180,01,Stockholm,Stockholm,0.57,0.71
0180C3290,0180,01,Stockholm,Stockholm,0.65,0.82
0180C3310,0180,01,Stockholm,Stockholm,0.75,0.86
0880B2020,0880,08,Kalmar,Kalmar,0.81,0.89
1380C1150,1380,13,Halmstad,Halland,0.78,0.87
1380C1270,1380,13,Halmstad,Halland,0.62,0.81
0880A0040,0880,08,Kalmar,Kalmar,0.75,0.84
0880C1150,0880,08,Kalmar,Kalmar,0.63,0.78
1380C1230,1380,13,Halmstad,Halland,0.69,0.83
0182C1310,0182,01,Nacka,Stockholm,0.73,0.85
1761C1040,1761,17,Hammarö,Värmland,0.77,0.88
1380C1180,1380,13,Halmstad,Halland,0.81,0.9
1380C1280,1380,13,Halmstad,Halland,0.54,0.77
1380C1290,1380,13,Halmstad,Halland,0.6,0.8
1883C1130,1883,18,Karlskoga,Örebro,0.81,0.86
0180C3070,0180,01,Stockholm,Stockholm,0.76,0.87
0180C3190,0180,01,Stockholm,Stockholm,0.72,0.86
0180C3120,0180,01,Stockholm,Stockholm,0.73,0.87
0182C1250,0182,01,Nacka,Stockholm,0.65,0.86
0880C1130,0880,08,Kalmar,Kalmar,0.73,0.87
1380C1240,1380,13,Halmstad,Halland,0.47,0.69
1380C1310,1380,13,Halmstad,Halland,0.76,0.89
1380C1300,1380,13,Halmstad,Halland,0.65,0.83
0880C1160,0880,08,Kalmar,Kalmar,0.73,0.86
0880B2030,0880,08,Kalmar,Kalmar,0.67,0.78
0880B2040,0880,08,Kalmar,Kalmar,0.73,0.82
1380C1120,1380,13,Halmstad,Halland,0.72,0.87
0880C1140,0880,08,Kalmar,Kalmar,0.68,0.83
1380C1320,1380,13,Halmstad,Halland,0.56,0.7
0180C3490,0180,01,Stockholm,Stockholm,0.76,0.9
1380C1140,1380,13,Halmstad,Halland,0.87,0.93
0880C1180,0880,08,Kalmar,Kalmar,0.84,0.91
0880C1170,0880,08,Kalmar,Kalmar,0.64,0.8
1380C1340,1380,13,Halmstad,Halland,0.64,0.82
1380C1330,1380,13,Halmstad,Halland,0.71,0.82
1380C1260,1380,13,Halmstad,Halland,0.84,0.94
0880C1190,0880,08,Kalmar,Kalmar,0.66,0.79
1380C1250,1380,13,Halmstad,Halland,0.75,0.86
1380C1360,1380,13,Halmstad,Halland,0.81,0.92
1380C1370,1380,13,Halmstad,Halland,0.76,0.85
0880C1220,0880,08,Kalmar,Kalmar,0.55,0.7
0880C1200,0880,08,Kalmar,Kalmar,0.68,0.84
1380C1390,1380,13,Halmstad,Halland,0.78,0.89
0182C1320,0182,01,Nacka,Stockholm,0.67,0.83
0180C3540,0180,01,Stockholm,Stockholm,0.69,0.84
0180C3710,0180,01,Stockholm,Stockholm,0.75,0.87
1380C1380,1380,13,Halmstad,Halland,0.84,0.92
1380A0010,1380,13,Halmstad,Halland,0.71,0.83
0880C1240,0880,08,Kalmar,Kalmar,0.86,0.92
1380C1420,1380,13,Halmstad,Halland,0.83,0.92
0180C3330,0180,01,Stockholm,Stockholm,0.6,0.81
0180C3480,0180,01,Stockholm,Stockholm,0.68,0.86
0182C1300,0182,01,Nacka,Stockholm,0.67,0.82
0180C3550,0180,01,Stockholm,Stockholm,0.75,0.89
0881C1010,0881,08,Nybro,Kalmar,0.82,0.89
1380C1400,1380,13,Halmstad,Halland,0.63,0.83
0840B2050,0840,08,Mörbylånga,Kalmar,0.77,0.88
1380C1410,1380,13,Halmstad,Halland,0.79,0.89
0180C4380,0180,01,Stockholm,Stockholm,0.7,0.85
0880C1250,0880,08,Kalmar,Kalmar,0.78,0.87
0182C1400,0182,01,Nacka,Stockholm,0.69,0.81
0484C1130,0484,04,Eskilstuna,Södermanland,0.67,0.82
0180C4410,0180,01,Stockholm,Stockholm,0.72,0.86
0180C4420,0180,01,Stockholm,Stockholm,0.65,0.85
0880C1260,0880,08,Kalmar,Kalmar,0.82,0.89
0881C1020,0881,08,Nybro,Kalmar,0.81,0.9
0880C1270,0880,08,Kalmar,Kalmar,0.84,0.92
0881A0010,0881,08,Nybro,Kalmar,0.71,0.81
0881C1030,0881,08,Nybro,Kalmar,0.78,0.87
0880C1280,0880,08,Kalmar,Kalmar,0.83,0.9
0881C1050,0881,08,Nybro,Kalmar,0.7,0.8
0881C1060,0881,08,Nybro,Kalmar,0.67,0.8
1380C1430,1380,13,Halmstad,Halland,0.83,0.91
0761C1020,0761,07,Lessebo,Kronoberg,0.66,0.79
0761C1010,0761,07,Lessebo,Kronoberg,0.61,0.76
0881C1040,0881,08,Nybro,Kalmar,0.81,0.89
0840A0030,0840,08,Mörbylånga,Kalmar,0.77,0.87
0180C4330,0180,01,Stockholm,Stockholm,0.67,0.85
0484C1120,0484,04,Eskilstuna,Södermanland,0.61,0.74
0881C1080,0881,08,Nybro,Kalmar,0.73,0.83
0180C4350,0180,01,Stockholm,Stockholm,0.65,0.83
0180C4490,0180,01,Stockholm,Stockholm,0.69,0.85
1380B4010,1380,13,Halmstad,Halland,0.77,0.89
0881A0020,0881,08,Nybro,Kalmar,0.75,0.86
0780A0010,0780,07,Växjö,Kronoberg,0.66,0.86
0880A0050,0880,08,Kalmar,Kalmar,0.77,0.87
0761B2010,0761,07,Lessebo,Kronoberg,0.66,0.84
0484C1200,0484,04,Eskilstuna,Södermanland,0.68,0.81
0180C4860,0180,01,Stockholm,Stockholm,0.72,0.88
0180C4460,0180,01,Stockholm,Stockholm,0.62,0.75
0761B2020,0761,07,Lessebo,Kronoberg,0.7,0.87
0764B3010,0764,07,Alvesta,Kronoberg,0.64,0.81
1380B2010,1380,13,Halmstad,Halland,0.74,0.86
0764A0020,0764,07,Alvesta,Kronoberg,0.66,0.83
0186C1050,0186,01,Lidingö,Stockholm,0.56,0.75
1780C1090,1780,17,Karlstad,Värmland,0.76,0.88
1380C1440,1380,13,Halmstad,Halland,0.86,0.93
1380A0020,1380,13,Halmstad,Halland,0.73,0.84
0780A0020,0780,07,Växjö,Kronoberg,0.65,0.86
1380A0030,1380,13,Halmstad,Halland,0.7,0.84
0781C1010,0781,07,Ljungby,Kronoberg,0.74,0.88
0180C4560,0180,01,Stockholm,Stockholm,0.68,0.84
0180C4660,0180,01,Stockholm,Stockholm,0.67,0.86
0180C4610,0180,01,Stockholm,Stockholm,0.68,0.86
0781C1030,0781,07,Ljungby,Kronoberg,0.69,0.83
0862A0030,0862,08,Emmaboda,Kalmar,0.71,0.78
0180C5570,0180,01,Stockholm,Stockholm,0.68,0.82
0184C1190,0184,01,Solna,Stockholm,0.64,0.8
1380A0050,1380,13,Halmstad,Halland,0.75,0.87
0180C4470,0180,01,Stockholm,Stockholm,0.57,0.74
0182C1490,0182,01,Nacka,Stockholm,0.55,0.72
0781C1020,0781,07,Ljungby,Kronoberg,0.57,0.74
0780C1070,0780,07,Växjö,Kronoberg,0.36,0.76
0780C1180,0780,07,Växjö,Kronoberg,0.68,0.84
0780C1160,0780,07,Växjö,Kronoberg,0.63,0.86
0780C1010,0780,07,Växjö,Kronoberg,0.7,0.88
0183C1200,0183,01,Sundbyberg,Stockholm,0.4,0.54
1780C1260,1780,17,Karlstad,Värmland,0.86,0.94
0180C5960,0180,01,Stockholm,Stockholm,0.74,0.85
1380B2020,1380,13,Halmstad,Halland,0.71,0.83
0180C6160,0180,01,Stockholm,Stockholm,0.34,0.45
0781C1060,0781,07,Ljungby,Kronoberg,0.63,0.77
0885A0010,0885,08,Borgholm,Kalmar,0.76,0.85
0123C1250,0123,01,Järfälla,Stockholm,0.55,0.68
0123C1260,0123,01,Järfälla,Stockholm,0.55,0.67
0188C1050,0188,01,Norrtälje,Stockholm,0.72,0.86
0188C1060,0188,01,Norrtälje,Stockholm,0.75,0.88
0188C1070,0188,01,Norrtälje,Stockholm,0.7,0.86
1763A0010,1763,17,Forshaga,Värmland,0.8,0.89
0380C1090,0380,03,Uppsala,Uppsala,0.74,0.84
1380B2030,1380,13,Halmstad,Halland,0.6,0.74
0180C4760,0180,01,Stockholm,Stockholm,0.72,0.85
0781C1040,0781,07,Ljungby,Kronoberg,0.62,0.79
0781C1050,0781,07,Ljungby,Kronoberg,0.66,0.83
0484C1190,0484,04,Eskilstuna,Södermanland,0.5,0.63
0180C4710,0180,01,Stockholm,Stockholm,0.7,0.84
0780C1030,0780,07,Växjö,Kronoberg,0.53,0.73
0780C1050,0780,07,Växjö,Kronoberg,0.24,0.64
0780C1040,0780,07,Växjö,Kronoberg,0.6,0.76
0180C4900,0180,01,Stockholm,Stockholm,0.75,0.88
0781C1070,0781,07,Ljungby,Kronoberg,0.58,0.73
0881B2010,0881,08,Nybro,Kalmar,0.66,0.72
0380C1610,0380,03,Uppsala,Uppsala,0.65,0.8
0380C1720,0380,03,Uppsala,Uppsala,0.73,0.9
0380C1730,0380,03,Uppsala,Uppsala,0.67,0.88
1380B3010,1380,13,Halmstad,Halland,0.73,0.84
0780C1020,0780,07,Växjö,Kronoberg,0.57,0.82
0180C5000,0180,01,Stockholm,Stockholm,0.68,0.86
0120C1160,0120,01,Värmdö,Stockholm,0.75,0.87
0180C5030,0180,01,Stockholm,Stockholm,0.59,0.82
0180C5010,0180,01,Stockholm,Stockholm,0.77,0.88
0180C4930,0180,01,Stockholm,Stockholm,0.72,0.86
0781C1080,0781,07,Ljungby,Kronoberg,0.65,0.79
0761B3010,0761,07,Lessebo,Kronoberg,0.66,0.78
1380A0040,1380,13,Halmstad,Halland,0.75,0.88
0780C1060,0780,07,Växjö,Kronoberg,0.63,0.84
1960A0010,1960,19,Kungsör,Västmanland,0.75,0.85
0780C1080,0780,07,Växjö,Kronoberg,0.76,0.93
0780C1120,0780,07,Växjö,Kronoberg,0.64,0.88
0780C1110,0780,07,Växjö,Kronoberg,0.52,0.77
0780C1090,0780,07,Växjö,Kronoberg,0.62,0.84
1380A0060,1380,13,Halmstad,Halland,0.74,0.87
0780C1140,0780,07,Växjö,Kronoberg,0.63,0.87
0780C1150,0780,07,Växjö,Kronoberg,0.57,0.84
0780C1100,0780,07,Växjö,Kronoberg,0.62,0.87
0781A0010,0781,07,Ljungby,Kronoberg,0.63,0.78
0880A0060,0880,08,Kalmar,Kalmar,0.77,0.87
1382B3010,1382,13,Falkenberg,Halland,0.69,0.82
0780C1130,0780,07,Växjö,Kronoberg,0.72,0.9
0780C1190,0780,07,Växjö,Kronoberg,0.58,0.82
0780B6010,0780,07,Växjö,Kronoberg,0.68,0.85
0163C1250,0163,01,Sollentuna,Stockholm,0.51,0.66
0780C1210,0780,07,Växjö,Kronoberg,0.56,0.78
0780C1230,0780,07,Växjö,Kronoberg,0.38,0.55
0780C1240,0780,07,Växjö,Kronoberg,0.37,0.53
0780C1200,0780,07,Växjö,Kronoberg,0.62,0.84
1382A0020,1382,13,Falkenberg,Halland,0.67,0.78
0760B2010,0760,07,Uppvidinge,Kronoberg,0.67,0.79
1315C1010,1315,13,Hylte,Halland,0.64,0.77
1315A0010,1315,13,Hylte,Halland,0.69,0.8
0861C1010,0861,08,Mönsterås,Kalmar,0.79,0.87
1382A0030,1382,13,Falkenberg,Halland,0.72,0.83
1980C1060,1980,19,Västerås,Västmanland,0.78,0.9
0780C1170,0780,07,Växjö,Kronoberg,0.61,0.83
2081C1130,2081,20,Borlänge,Dalarna,0.7,0.83
2081C1150,2081,20,Borlänge,Dalarna,0.5,0.66
2081C1180,2081,20,Borlänge,Dalarna,0.54,0.67
2081C1160,2081,20,Borlänge,Dalarna,0.71,0.86
0885C1010,0885,08,Borgholm,Kalmar,0.78,0.87
0885A0020,0885,08,Borgholm,Kalmar,0.76,0.85
0780C1280,0780,07,Växjö,Kronoberg,0.31,0.54
0764C1010,0764,07,Alvesta,Kronoberg,0.69,0.84
0780C1250,0780,07,Växjö,Kronoberg,0.48,0.66
0761A0010,0761,07,Lessebo,Kronoberg,0.71,0.82
0764A0030,0764,07,Alvesta,Kronoberg,0.65,0.83
0780C1260,0780,07,Växjö,Kronoberg,0.73,0.9
0780C1220,0780,07,Växjö,Kronoberg,0.62,0.83
0885C1020,0885,08,Borgholm,Kalmar,0.78,0.87
0764C1020,0764,07,Alvesta,Kronoberg,0.57,0.71
0780C1290,0780,07,Växjö,Kronoberg,0.74,0.87
0780C1270,0780,07,Växjö,Kronoberg,0.74,0.9
0780C1300,0780,07,Växjö,Kronoberg,0.61,0.81
1382C1010,1382,13,Falkenberg,Halland,0.85,0.91
0780C1320,0780,07,Växjö,Kronoberg,0.71,0.9
0180C4600,0180,01,Stockholm,Stockholm,0.68,0.87
0180C4390,0180,01,Stockholm,Stockholm,0.74,0.87
0182C1480,0182,01,Nacka,Stockholm,0.73,0.85
0764C1030,0764,07,Alvesta,Kronoberg,0.58,0.71
0182C1460,0182,01,Nacka,Stockholm,0.8,0.91
0180C4870,0180,01,Stockholm,Stockholm,0.73,0.87
0764C1040,0764,07,Alvesta,Kronoberg,0.47,0.63
0781A0020,0781,07,Ljungby,Kronoberg,0.67,0.79
0780C1330,0780,07,Växjö,Kronoberg,0.6,0.87
1382C1030,1382,13,Falkenberg,Halland,0.8,0.88
2380C1220,2380,23,Östersund,Jämtland,0.6,0.8
1382C1040,1382,13,Falkenberg,Halland,0.69,0.8
0881A0030,0881,08,Nybro,Kalmar,0.74,0.82
0780A0030,0780,07,Växjö,Kronoberg,0.65,0.84
0764C1050,0764,07,Alvesta,Kronoberg,0.67,0.84
1382C1050,1382,13,Falkenberg,Halland,0.83,0.9
0780C1310,0780,07,Växjö,Kronoberg,0.72,0.89
0780A0040,0780,07,Växjö,Kronoberg,0.67,0.85
0180C3340,0180,01,Stockholm,Stockholm,0.65,0.82
0180C3200,0180,01,Stockholm,Stockholm,0.74,0.86
0180C3350,0180,01,Stockholm,Stockholm,0.78,0.9
0180C3220,0180,01,Stockholm,Stockholm,0.79,0.92
0182C1260,0182,01,Nacka,Stockholm,0.58,0.73
0780C1340,0780,07,Växjö,Kronoberg,0.72,0.87
