deso,kommun,lan,kommunnamn,lannamn,2_doser,minst_1_dos
1494C1030,1494,14,Lidköping,Västra Götaland,0.7,0.89
0580A0090,0580,05,Linköping,Östergötland,0.8,0.89
0582C1040,0582,05,Söderköping,Östergötland,0.8,0.92
1446B2010,1446,14,Karlsborg,Västra Götaland,0.73,0.86
0580B2040,0580,05,Linköping,Östergötland,0.82,0.9
0580A0110,0580,05,Linköping,Östergötland,0.8,0.87
1494C1050,1494,14,Lidköping,Västra Götaland,0.66,0.84
1494C1080,1494,14,Lidköping,Västra Götaland,0.66,0.86
1494C1040,1494,14,Lidköping,Västra Götaland,0.57,0.74
0582B2010,0582,05,Söderköping,Östergötland,0.77,0.89
1494C1100,1494,14,Lidköping,Västra Götaland,0.69,0.83
0582A0030,0582,05,Söderköping,Östergötland,0.76,0.88
1471A0010,1471,14,Götene,Västra Götaland,0.68,0.83
1430C1010,1430,14,Munkedal,Västra Götaland,0.68,0.8
0580B2050,0580,05,Linköping,Östergötland,0.82,0.9
0582A0020,0582,05,Söderköping,Östergötland,0.75,0.87
1494C1090,1494,14,Lidköping,Västra Götaland,0.75,0.93
0584A0010,0584,05,Vadstena,Östergötland,0.79,0.87
1494A0040,1494,14,Lidköping,Västra Götaland,0.74,0.89
1494C1110,1494,14,Lidköping,Västra Götaland,0.58,0.79
0583C1010,0583,05,Motala,Östergötland,0.83,0.89
0581C1490,0581,05,Norrköping,Östergötland,0.68,0.84
0581C1500,0581,05,Norrköping,Östergötland,0.54,0.75
1494C1130,1494,14,Lidköping,Västra Götaland,0.67,0.81
1496A0050,1496,14,Skövde,Västra Götaland,0.72,0.88
0126C1410,0126,01,Huddinge,Stockholm,0.74,0.85
1471C1010,1471,14,Götene,Västra Götaland,0.66,0.79
0581A0010,0581,05,Norrköping,Östergötland,0.74,0.86
0581C1460,0581,05,Norrköping,Östergötland,0.58,0.77
1880C1520,1880,18,Örebro,Örebro,0.86,0.9
0583C1040,0583,05,Motala,Östergötland,0.81,0.88
1484A0030,1484,14,Lysekil,Västra Götaland,0.76,0.86
0583C1050,0583,05,Motala,Östergötland,0.78,0.86
0583C1060,0583,05,Motala,Östergötland,0.75,0.86
1430C1020,1430,14,Munkedal,Västra Götaland,0.7,0.83
1487A0030,1487,14,Vänersborg,Västra Götaland,0.73,0.85
0581C1440,0581,05,Norrköping,Östergötland,0.61,0.83
1471C1020,1471,14,Götene,Västra Götaland,0.73,0.88
1471C1030,1471,14,Götene,Västra Götaland,0.56,0.7
1471B2010,1471,14,Götene,Västra Götaland,0.71,0.89
0583C1030,0583,05,Motala,Östergötland,0.83,0.89
1496A0040,1496,14,Skövde,Västra Götaland,0.72,0.87
0583C1130,0583,05,Motala,Östergötland,0.87,0.93
1446C1010,1446,14,Karlsborg,Västra Götaland,0.74,0.85
0583C1110,0583,05,Motala,Östergötland,0.58,0.7
0581C1400,0581,05,Norrköping,Östergötland,0.66,0.83
0583C1120,0583,05,Motala,Östergötland,0.84,0.9
1494C1140,1494,14,Lidköping,Västra Götaland,0.77,0.92
0583C1090,0583,05,Motala,Östergötland,0.66,0.75
0583C1100,0583,05,Motala,Östergötland,0.81,0.89
0581C1010,0581,05,Norrköping,Östergötland,0.78,0.88
1472A0010,1472,14,Tibro,Västra Götaland,0.71,0.85
0581C1030,0581,05,Norrköping,Östergötland,0.52,0.63
0583A0030,0583,05,Motala,Östergötland,0.8,0.87
0581B3010,0581,05,Norrköping,Östergötland,0.73,0.87
0581C1070,0581,05,Norrköping,Östergötland,0.59,0.68
1494C1150,1494,14,Lidköping,Västra Götaland,0.71,0.93
0581C1020,0581,05,Norrköping,Östergötland,0.57,0.69
1446C1020,1446,14,Karlsborg,Västra Götaland,0.78,0.87
0581C1230,0581,05,Norrköping,Östergötland,0.7,0.85
0581C1040,0581,05,Norrköping,Östergötland,0.84,0.94
0581C1080,0581,05,Norrköping,Östergötland,0.8,0.9
0581C1110,0581,05,Norrköping,Östergötland,0.63,0.76
0583B2010,0583,05,Motala,Östergötland,0.78,0.88
0581C1190,0581,05,Norrköping,Östergötland,0.74,0.85
0581C1160,0581,05,Norrköping,Östergötland,0.44,0.58
0583B2020,0583,05,Motala,Östergötland,0.85,0.93
1487A0040,1487,14,Vänersborg,Västra Götaland,0.68,0.82
0581C1140,0581,05,Norrköping,Östergötland,0.76,0.86
0581C1170,0581,05,Norrköping,Östergötland,0.48,0.59
1496A0070,1496,14,Skövde,Västra Götaland,0.69,0.85
0583C1150,0583,05,Motala,Östergötland,0.82,0.91
0581C1090,0581,05,Norrköping,Östergötland,0.75,0.86
0581C1120,0581,05,Norrköping,Östergötland,0.46,0.58
0583C1140,0583,05,Motala,Östergötland,0.86,0.93
0581C1060,0581,05,Norrköping,Östergötland,0.77,0.85
0581C1100,0581,05,Norrköping,Östergötland,0.45,0.55
0581C1050,0581,05,Norrköping,Östergötland,0.73,0.84
0581C1150,0581,05,Norrköping,Östergötland,0.72,0.84
0581C1130,0581,05,Norrköping,Östergötland,0.56,0.7
0581B3020,0581,05,Norrköping,Östergötland,0.78,0.89
0581C1280,0581,05,Norrköping,Östergötland,0.71,0.84
0581C1260,0581,05,Norrköping,Östergötland,0.57,0.7
0581C1300,0581,05,Norrköping,Östergötland,0.68,0.84
1496B3010,1496,14,Skövde,Västra Götaland,0.66,0.79
0581C1290,0581,05,Norrköping,Östergötland,0.75,0.88
0581C1250,0581,05,Norrköping,Östergötland,0.59,0.71
0581C1380,0581,05,Norrköping,Östergötland,0.54,0.73
0581C1420,0581,05,Norrköping,Östergötland,0.63,0.79
0581C1430,0581,05,Norrköping,Östergötland,0.5,0.67
1439C1010,1439,14,Färgelanda,Västra Götaland,0.71,0.84
1487B2010,1487,14,Vänersborg,Västra Götaland,0.68,0.78
0581B3030,0581,05,Norrköping,Östergötland,0.73,0.84
0581C1480,0581,05,Norrköping,Östergötland,0.8,0.89
0581A0030,0581,05,Norrköping,Östergötland,0.77,0.89
0583A0040,0583,05,Motala,Östergötland,0.79,0.89
0581C1530,0581,05,Norrköping,Östergötland,0.79,0.91
0581C1550,0581,05,Norrköping,Östergötland,0.78,0.88
0581C1450,0581,05,Norrköping,Östergötland,0.81,0.92
1439C1020,1439,14,Färgelanda,Västra Götaland,0.68,0.82
0581A0020,0581,05,Norrköping,Östergötland,0.76,0.87
0581A0040,0581,05,Norrköping,Östergötland,0.75,0.87
1471A0030,1471,14,Götene,Västra Götaland,0.68,0.83
0581B4020,0581,05,Norrköping,Östergötland,0.79,0.91
1435A0010,1435,14,Tanum,Västra Götaland,0.8,0.9
0180C1150,0180,01,Stockholm,Stockholm,0.54,0.67
0581C1540,0581,05,Norrköping,Östergötland,0.74,0.85
1494A0050,1494,14,Lidköping,Västra Götaland,0.68,0.85
0580A0130,0580,05,Linköping,Östergötland,0.77,0.87
0136C1110,0136,01,Haninge,Stockholm,0.53,0.68
0428A0030,0428,04,Vingåker,Södermanland,0.8,0.87
0581C1560,0581,05,Norrköping,Östergötland,0.69,0.8
0580A0120,0580,05,Linköping,Östergötland,0.77,0.88
0480B4010,0480,04,Nyköping,Södermanland,0.79,0.87
0581A0050,0581,05,Norrköping,Östergötland,0.71,0.85
0581A0070,0581,05,Norrköping,Östergötland,0.78,0.89
1446A0010,1446,14,Karlsborg,Västra Götaland,0.75,0.85
0581A0060,0581,05,Norrköping,Östergötland,0.74,0.88
0581B5020,0581,05,Norrköping,Östergötland,0.76,0.88
0581B5010,0581,05,Norrköping,Östergötland,0.74,0.86
1880C1050,1880,18,Örebro,Örebro,0.53,0.62
0581B2010,0581,05,Norrköping,Östergötland,0.78,0.9
0583A0060,0583,05,Motala,Östergötland,0.81,0.88
1493C1040,1493,14,Mariestad,Västra Götaland,0.61,0.79
0581B2020,0581,05,Norrköping,Östergötland,0.79,0.91
0581B2040,0581,05,Norrköping,Östergötland,0.63,0.78
0136C1250,0136,01,Haninge,Stockholm,0.6,0.73
0581B4010,0581,05,Norrköping,Östergötland,0.79,0.9
0581B2030,0581,05,Norrköping,Östergötland,0.79,0.91
1493C1010,1493,14,Mariestad,Västra Götaland,0.72,0.87
1473A0010,1473,14,Töreboda,Västra Götaland,0.67,0.8
0581B2050,0581,05,Norrköping,Östergötland,0.8,0.89
0562C1020,0562,05,Finspång,Östergötland,0.67,0.81
0562C1050,0562,05,Finspång,Östergötland,0.72,0.85
1493C1030,1493,14,Mariestad,Västra Götaland,0.72,0.89
0481C1050,0481,04,Oxelösund,Södermanland,0.74,0.84
0481C1060,0481,04,Oxelösund,Södermanland,0.81,0.87
0583A0050,0583,05,Motala,Östergötland,0.81,0.87
1435A0020,1435,14,Tanum,Västra Götaland,0.72,0.86
0562C1010,0562,05,Finspång,Östergötland,0.78,0.9
0481C1010,0481,04,Oxelösund,Södermanland,0.83,0.89
0480A0010,0480,04,Nyköping,Södermanland,0.85,0.92
0581B4030,0581,05,Norrköping,Östergötland,0.78,0.9
1493C1020,1493,14,Mariestad,Västra Götaland,0.66,0.84
0562C1030,0562,05,Finspång,Östergötland,0.63,0.77
1430A0030,1430,14,Munkedal,Västra Götaland,0.68,0.82
1493C1050,1493,14,Mariestad,Västra Götaland,0.63,0.79
1493C1060,1493,14,Mariestad,Västra Götaland,0.7,0.85
1473C1010,1473,14,Töreboda,Västra Götaland,0.62,0.76
0562C1040,0562,05,Finspång,Östergötland,0.74,0.86
1493C1070,1493,14,Mariestad,Västra Götaland,0.72,0.88
0581A0080,0581,05,Norrköping,Östergötland,0.71,0.87
0480C1010,0480,04,Nyköping,Södermanland,0.72,0.84
0480C1100,0480,04,Nyköping,Södermanland,0.74,0.86
1473C1030,1473,14,Töreboda,Västra Götaland,0.62,0.75
1461A0010,1461,14,Mellerud,Västra Götaland,0.74,0.84
0481C1070,0481,04,Oxelösund,Södermanland,0.85,0.91
0562C1070,0562,05,Finspång,Östergötland,0.71,0.86
0562C1060,0562,05,Finspång,Östergötland,0.65,0.81
1493C1090,1493,14,Mariestad,Västra Götaland,0.69,0.84
0483C1050,0483,04,Katrineholm,Södermanland,0.65,0.75
1447B2010,1447,14,Gullspång,Västra Götaland,0.71,0.79
0483C1080,0483,04,Katrineholm,Södermanland,0.75,0.84
0562C1080,0562,05,Finspång,Östergötland,0.69,0.82
1493A0020,1493,14,Mariestad,Västra Götaland,0.69,0.82
1494A0060,1494,14,Lidköping,Västra Götaland,0.72,0.88
0380C1780,0380,03,Uppsala,Uppsala,0.77,0.91
0380C1790,0380,03,Uppsala,Uppsala,0.83,0.93
1461C1010,1461,14,Mellerud,Västra Götaland,0.78,0.86
1493A0010,1493,14,Mariestad,Västra Götaland,0.68,0.84
0483C1100,0483,04,Katrineholm,Södermanland,0.69,0.8
1473C1020,1473,14,Töreboda,Västra Götaland,0.76,0.89
2181C1130,2181,21,Sandviken,Gävleborg,0.71,0.83
2026A0020,2026,20,Gagnef,Dalarna,0.77,0.86
2081A0020,2081,20,Borlänge,Dalarna,0.77,0.86
1461C1020,1461,14,Mellerud,Västra Götaland,0.64,0.77
1493C1100,1493,14,Mariestad,Västra Götaland,0.74,0.89
0480C1060,0480,04,Nyköping,Södermanland,0.71,0.83
0480C1080,0480,04,Nyköping,Södermanland,0.77,0.87
1493C1080,1493,14,Mariestad,Västra Götaland,0.76,0.88
0480C1020,0480,04,Nyköping,Södermanland,0.8,0.9
1493C1110,1493,14,Mariestad,Västra Götaland,0.7,0.85
0480B2010,0480,04,Nyköping,Södermanland,0.79,0.88
1471A0040,1471,14,Götene,Västra Götaland,0.72,0.84
0480C1050,0480,04,Nyköping,Södermanland,0.8,0.89
0480C1040,0480,04,Nyköping,Södermanland,0.81,0.88
0480C1030,0480,04,Nyköping,Södermanland,0.72,0.85
0480C1110,0480,04,Nyköping,Södermanland,0.75,0.88
0562A0010,0562,05,Finspång,Östergötland,0.75,0.87
1473A0020,1473,14,Töreboda,Västra Götaland,0.65,0.78
0480C1140,0480,04,Nyköping,Södermanland,0.74,0.85
0480A0030,0480,04,Nyköping,Södermanland,0.79,0.88
0480C1180,0480,04,Nyköping,Södermanland,0.79,0.9
0480B2020,0480,04,Nyköping,Södermanland,0.82,0.89
1435B2010,1435,14,Tanum,Västra Götaland,0.78,0.88
0480C1120,0480,04,Nyköping,Södermanland,0.7,0.81
0480C1090,0480,04,Nyköping,Södermanland,0.85,0.94
0480C1160,0480,04,Nyköping,Södermanland,0.48,0.64
0581A0090,0581,05,Norrköping,Östergötland,0.72,0.85
0480C1130,0480,04,Nyköping,Södermanland,0.77,0.86
0480C1150,0480,04,Nyköping,Södermanland,0.57,0.72
0126C1450,0126,01,Huddinge,Stockholm,0.78,0.9
1435C1010,1435,14,Tanum,Västra Götaland,0.65,0.77
0480A0020,0480,04,Nyköping,Södermanland,0.72,0.81
0182C1020,0182,01,Nacka,Stockholm,0.49,0.65
0140A0020,0140,01,Nykvarn,Stockholm,0.68,0.79
0480C1190,0480,04,Nyköping,Södermanland,0.78,0.89
0562A0020,0562,05,Finspång,Östergötland,0.73,0.86
0480B3010,0480,04,Nyköping,Södermanland,0.78,0.88
1435A0050,1435,14,Tanum,Västra Götaland,0.76,0.85
0180C1220,0180,01,Stockholm,Stockholm,0.57,0.75
1494A0070,1494,14,Lidköping,Västra Götaland,0.72,0.87
0480A0040,0480,04,Nyköping,Södermanland,0.75,0.85
1439A0020,1439,14,Färgelanda,Västra Götaland,0.69,0.82
1473A0030,1473,14,Töreboda,Västra Götaland,0.68,0.76
1882A0010,1882,18,Askersund,Örebro,0.81,0.84
0581A0100,0581,05,Norrköping,Östergötland,0.72,0.85
1430A0040,1430,14,Munkedal,Västra Götaland,0.7,0.8
0583A0070,0583,05,Motala,Östergötland,0.79,0.86
0480A0050,0480,04,Nyköping,Södermanland,0.8,0.89
1780C1420,1780,17,Karlstad,Värmland,0.87,0.95
0163C1180,0163,01,Sollentuna,Stockholm,0.59,0.74
0192C1030,0192,01,Nynäshamn,Stockholm,0.69,0.8
1447C1010,1447,14,Gullspång,Västra Götaland,0.69,0.79
0192C1050,0192,01,Nynäshamn,Stockholm,0.58,0.74
0562A0040,0562,05,Finspång,Östergötland,0.78,0.88
1435A0030,1435,14,Tanum,Västra Götaland,0.79,0.88
0480A0060,0480,04,Nyköping,Södermanland,0.73,0.81
1461A0020,1461,14,Mellerud,Västra Götaland,0.73,0.81
2482A0080,2482,24,Skellefteå,Västerbotten,0.7,0.9
2481A0020,2481,24,Lycksele,Västerbotten,0.74,0.88
2482B4010,2482,24,Skellefteå,Västerbotten,0.68,0.84
2482A0090,2482,24,Skellefteå,Västerbotten,0.64,0.85
2313A0040,2313,23,Strömsund,Jämtland,0.84,0.87
0192C1040,0192,01,Nynäshamn,Stockholm,0.71,0.82
0192C1060,0192,01,Nynäshamn,Stockholm,0.71,0.83
0192C1010,0192,01,Nynäshamn,Stockholm,0.75,0.87
0483A0010,0483,04,Katrineholm,Södermanland,0.79,0.87
1438C1010,1438,14,Dals-Ed,Västra Götaland,0.72,0.86
0488B2010,0488,04,Trosa,Södermanland,0.64,0.77
1882C1020,1882,18,Askersund,Örebro,0.86,0.89
1493A0040,1493,14,Mariestad,Västra Götaland,0.7,0.82
0184C1250,0184,01,Solna,Stockholm,0.63,0.8
1460B2010,1460,14,Bengtsfors,Västra Götaland,0.68,0.82
0480A0070,0480,04,Nyköping,Södermanland,0.73,0.84
1882C1030,1882,18,Askersund,Örebro,0.83,0.87
1435A0040,1435,14,Tanum,Västra Götaland,0.73,0.83
0488C1010,0488,04,Trosa,Södermanland,0.8,0.87
0192C1020,0192,01,Nynäshamn,Stockholm,0.73,0.86
0488C1020,0488,04,Trosa,Södermanland,0.82,0.9
0192C1080,0192,01,Nynäshamn,Stockholm,0.67,0.82
0192C1070,0192,01,Nynäshamn,Stockholm,0.48,0.61
1447A0010,1447,14,Gullspång,Västra Götaland,0.7,0.79
0488C1030,0488,04,Trosa,Södermanland,0.73,0.83
0192C1100,0192,01,Nynäshamn,Stockholm,0.77,0.88
0488A0010,0488,04,Trosa,Södermanland,0.76,0.85
0483C1040,0483,04,Katrineholm,Södermanland,0.83,0.89
0488B2020,0488,04,Trosa,Södermanland,0.68,0.82
1486C1030,1486,14,Strömstad,Västra Götaland,0.71,0.8
1882A0030,1882,18,Askersund,Örebro,0.81,0.85
1882B2010,1882,18,Askersund,Örebro,0.81,0.86
1860A0010,1860,18,Laxå,Örebro,0.82,0.85
0488A0020,0488,04,Trosa,Södermanland,0.73,0.83
0488B2030,0488,04,Trosa,Södermanland,0.73,0.84
1486C1010,1486,14,Strömstad,Västra Götaland,0.69,0.81
0483C1010,0483,04,Katrineholm,Södermanland,0.9,0.94
0483C1020,0483,04,Katrineholm,Södermanland,0.74,0.81
1882A0020,1882,18,Askersund,Örebro,0.8,0.84
1860C1010,1860,18,Laxå,Örebro,0.8,0.84
1860C1020,1860,18,Laxå,Örebro,0.79,0.83
0483C1120,0483,04,Katrineholm,Södermanland,0.69,0.78
0483C1130,0483,04,Katrineholm,Södermanland,0.68,0.77
0483C1060,0483,04,Katrineholm,Södermanland,0.88,0.93
0483C1090,0483,04,Katrineholm,Södermanland,0.64,0.74
1460A0010,1460,14,Bengtsfors,Västra Götaland,0.76,0.84
0192A0010,0192,01,Nynäshamn,Stockholm,0.69,0.81
1447A0020,1447,14,Gullspång,Västra Götaland,0.74,0.82
0192B2020,0192,01,Nynäshamn,Stockholm,0.63,0.74
1486C1020,1486,14,Strömstad,Västra Götaland,0.73,0.83
0484C1390,0484,04,Eskilstuna,Södermanland,0.59,0.69
0180C5650,0180,01,Stockholm,Stockholm,0.71,0.87
0182C1440,0182,01,Nacka,Stockholm,0.59,0.74
0483C1070,0483,04,Katrineholm,Södermanland,0.88,0.94
0483C1110,0483,04,Katrineholm,Södermanland,0.74,0.83
0180C5820,0180,01,Stockholm,Stockholm,0.7,0.82
0180C5840,0180,01,Stockholm,Stockholm,0.76,0.86
1486C1040,1486,14,Strömstad,Västra Götaland,0.68,0.81
0483A0030,0483,04,Katrineholm,Södermanland,0.84,0.91
0483C1140,0483,04,Katrineholm,Södermanland,0.77,0.85
0562A0060,0562,05,Finspång,Östergötland,0.77,0.85
0483A0020,0483,04,Katrineholm,Södermanland,0.81,0.88
1882A0040,1882,18,Askersund,Örebro,0.79,0.83
1460B3010,1460,14,Bengtsfors,Västra Götaland,0.71,0.8
0192B2010,0192,01,Nynäshamn,Stockholm,0.54,0.68
0480A0090,0480,04,Nyköping,Södermanland,0.75,0.83
0483B2010,0483,04,Katrineholm,Södermanland,0.78,0.86
0480A0080,0480,04,Nyköping,Södermanland,0.77,0.86
0380C1170,0380,03,Uppsala,Uppsala,0.72,0.83
0428C1010,0428,04,Vingåker,Södermanland,0.86,0.92
0184C1400,0184,01,Solna,Stockholm,0.31,0.62
0180C6020,0180,01,Stockholm,Stockholm,0.73,0.85
0428C1020,0428,04,Vingåker,Södermanland,0.65,0.77
0461C1020,0461,04,Gnesta,Södermanland,0.72,0.84
0181B4010,0181,01,Södertälje,Stockholm,0.67,0.78
1861C1020,1861,18,Hallsberg,Örebro,0.88,0.92
0192B3010,0192,01,Nynäshamn,Stockholm,0.66,0.81
1486A0010,1486,14,Strömstad,Västra Götaland,0.77,0.84
1493A0030,1493,14,Mariestad,Västra Götaland,0.69,0.84
1861C1010,1861,18,Hallsberg,Örebro,0.78,0.83
0486C1070,0486,04,Strängnäs,Södermanland,0.78,0.87
0184C1200,0184,01,Solna,Stockholm,0.48,0.59
0461C1030,0461,04,Gnesta,Södermanland,0.81,0.91
0482C1020,0482,04,Flen,Södermanland,0.54,0.67
0461C1010,0461,04,Gnesta,Södermanland,0.68,0.79
0192A0020,0192,01,Nynäshamn,Stockholm,0.69,0.79
1861C1030,1861,18,Hallsberg,Örebro,0.82,0.86
1492C1040,1492,14,Åmål,Västra Götaland,0.72,0.83
1881C1080,1881,18,Kumla,Örebro,0.85,0.88
0180C4080,0180,01,Stockholm,Stockholm,0.73,0.87
0180C4290,0180,01,Stockholm,Stockholm,0.79,0.91
0180C4280,0180,01,Stockholm,Stockholm,0.7,0.89
1881C1040,1881,18,Kumla,Örebro,0.79,0.83
1860A0020,1860,18,Laxå,Örebro,0.78,0.82
0482C1010,0482,04,Flen,Södermanland,0.72,0.82
0180C5080,0180,01,Stockholm,Stockholm,0.72,0.86
0484C1240,0484,04,Eskilstuna,Södermanland,0.65,0.81
0180C5050,0180,01,Stockholm,Stockholm,0.73,0.86
1492C1010,1492,14,Åmål,Västra Götaland,0.74,0.86
0461A0010,0461,04,Gnesta,Södermanland,0.7,0.8
0180C5330,0180,01,Stockholm,Stockholm,0.59,0.81
1492C1020,1492,14,Åmål,Västra Götaland,0.8,0.89
1486A0020,1486,14,Strömstad,Västra Götaland,0.67,0.8
0428C1030,0428,04,Vingåker,Södermanland,0.74,0.84
0482C1030,0482,04,Flen,Södermanland,0.71,0.81
1861B2010,1861,18,Hallsberg,Örebro,0.78,0.84
1460C1010,1460,14,Bengtsfors,Västra Götaland,0.7,0.8
1460C1020,1460,14,Bengtsfors,Västra Götaland,0.81,0.9
0181B5010,0181,01,Södertälje,Stockholm,0.64,0.76
1492C1030,1492,14,Åmål,Västra Götaland,0.68,0.8
1861C1050,1861,18,Hallsberg,Örebro,0.67,0.73
0183C1010,0183,01,Sundbyberg,Stockholm,0.73,0.86
0461C1040,0461,04,Gnesta,Södermanland,0.73,0.84
0428A0010,0428,04,Vingåker,Södermanland,0.8,0.86
0428A0020,0428,04,Vingåker,Södermanland,0.79,0.86
0180C5320,0180,01,Stockholm,Stockholm,0.6,0.79
0180C5460,0180,01,Stockholm,Stockholm,0.78,0.89
0180C5440,0180,01,Stockholm,Stockholm,0.61,0.78
1861C1040,1861,18,Hallsberg,Örebro,0.8,0.83
1861A0030,1861,18,Hallsberg,Örebro,0.79,0.84
0482C1040,0482,04,Flen,Södermanland,0.81,0.88
0482A0010,0482,04,Flen,Södermanland,0.76,0.84
1861A0020,1861,18,Hallsberg,Örebro,0.82,0.87
0192A0030,0192,01,Nynäshamn,Stockholm,0.71,0.82
1492C1050,1492,14,Åmål,Västra Götaland,0.81,0.89
0136A0010,0136,01,Haninge,Stockholm,0.74,0.83
0181A0010,0181,01,Södertälje,Stockholm,0.68,0.78
1881C1010,1881,18,Kumla,Örebro,0.74,0.8
0482C1050,0482,04,Flen,Södermanland,0.8,0.88
0181B2020,0181,01,Södertälje,Stockholm,0.6,0.71
1881C1020,1881,18,Kumla,Örebro,0.83,0.87
1881C1030,1881,18,Kumla,Örebro,0.76,0.8
0181B2040,0181,01,Södertälje,Stockholm,0.78,0.87
0484C1270,0484,04,Eskilstuna,Södermanland,0.62,0.78
0180C5160,0180,01,Stockholm,Stockholm,0.65,0.8
0180C5360,0180,01,Stockholm,Stockholm,0.66,0.84
1785C1010,1785,17,Säffle,Värmland,0.68,0.8
0482A0020,0482,04,Flen,Södermanland,0.77,0.85
0461A0020,0461,04,Gnesta,Södermanland,0.73,0.83
1881C1050,1881,18,Kumla,Örebro,0.76,0.81
0180C3610,0180,01,Stockholm,Stockholm,0.82,0.94
0181B2010,0181,01,Södertälje,Stockholm,0.64,0.77
1881C1060,1881,18,Kumla,Örebro,0.84,0.88
0180C3890,0180,01,Stockholm,Stockholm,0.58,0.8
1880A0090,1880,18,Örebro,Örebro,0.79,0.85
0180C3840,0180,01,Stockholm,Stockholm,0.8,0.92
0136A0030,0136,01,Haninge,Stockholm,0.66,0.76
0181B2030,0181,01,Södertälje,Stockholm,0.51,0.62
0180C5530,0180,01,Stockholm,Stockholm,0.66,0.85
0180C5450,0180,01,Stockholm,Stockholm,0.65,0.79
0184C1120,0184,01,Solna,Stockholm,0.68,0.81
1785A0010,1785,17,Säffle,Värmland,0.8,0.89
0136C1010,0136,01,Haninge,Stockholm,0.64,0.78
0136C1020,0136,01,Haninge,Stockholm,0.64,0.77
0136C1070,0136,01,Haninge,Stockholm,0.49,0.64
1785C1030,1785,17,Säffle,Värmland,0.73,0.82
0484C1140,0484,04,Eskilstuna,Södermanland,0.67,0.78
1785C1050,1785,17,Säffle,Värmland,0.76,0.87
0482B3010,0482,04,Flen,Södermanland,0.69,0.78
0136C1030,0136,01,Haninge,Stockholm,0.59,0.74
0136C1090,0136,01,Haninge,Stockholm,0.38,0.5
1861A0010,1861,18,Hallsberg,Örebro,0.8,0.84
0136C1100,0136,01,Haninge,Stockholm,0.37,0.49
1861B3010,1861,18,Hallsberg,Örebro,0.83,0.88
0192A0040,0192,01,Nynäshamn,Stockholm,0.68,0.79
0180C3850,0180,01,Stockholm,Stockholm,0.8,0.91
1881A0010,1881,18,Kumla,Örebro,0.84,0.87
1881C1070,1881,18,Kumla,Örebro,0.84,0.88
0180C4010,0180,01,Stockholm,Stockholm,0.75,0.88
0180C4050,0180,01,Stockholm,Stockholm,0.65,0.82
0180C4130,0180,01,Stockholm,Stockholm,0.77,0.9
0180C4120,0180,01,Stockholm,Stockholm,0.73,0.87
0126C1420,0126,01,Huddinge,Stockholm,0.43,0.56
1785C1020,1785,17,Säffle,Värmland,0.82,0.9
1492A0010,1492,14,Åmål,Västra Götaland,0.73,0.84
0180C4530,0180,01,Stockholm,Stockholm,0.57,0.79
0180C4790,0180,01,Stockholm,Stockholm,0.78,0.87
0180C5700,0180,01,Stockholm,Stockholm,0.53,0.69
0180C1250,0180,01,Stockholm,Stockholm,0.6,0.76
0482B2010,0482,04,Flen,Södermanland,0.72,0.83
0180C1160,0180,01,Stockholm,Stockholm,0.42,0.58
0136C1040,0136,01,Haninge,Stockholm,0.7,0.83
1880C1540,1880,18,Örebro,Örebro,0.52,0.61
1881C1090,1881,18,Kumla,Örebro,0.85,0.9
0483A0050,0483,04,Katrineholm,Södermanland,0.81,0.88
0181A0020,0181,01,Södertälje,Stockholm,0.61,0.73
0180C4300,0180,01,Stockholm,Stockholm,0.62,0.8
0180C4220,0180,01,Stockholm,Stockholm,0.71,0.86
0180C4180,0180,01,Stockholm,Stockholm,0.65,0.85
1486A0030,1486,14,Strömstad,Västra Götaland,0.68,0.77
0180C4040,0180,01,Stockholm,Stockholm,0.68,0.83
0484A0030,0484,04,Eskilstuna,Södermanland,0.77,0.87
0180C4400,0180,01,Stockholm,Stockholm,0.68,0.83
0120C1140,0120,01,Värmdö,Stockholm,0.68,0.84
0136C1050,0136,01,Haninge,Stockholm,0.52,0.67
0136C1120,0136,01,Haninge,Stockholm,0.35,0.48
0136C1200,0136,01,Haninge,Stockholm,0.52,0.66
0136C1170,0136,01,Haninge,Stockholm,0.52,0.66
0483A0040,0483,04,Katrineholm,Södermanland,0.79,0.86
1785C1040,1785,17,Säffle,Värmland,0.76,0.86
0180C2780,0180,01,Stockholm,Stockholm,0.73,0.89
0180C2810,0180,01,Stockholm,Stockholm,0.72,0.87
0180C2890,0180,01,Stockholm,Stockholm,0.72,0.89
0180C2860,0180,01,Stockholm,Stockholm,0.75,0.89
0136C1060,0136,01,Haninge,Stockholm,0.71,0.82
0136C1130,0136,01,Haninge,Stockholm,0.39,0.51
0180C4730,0180,01,Stockholm,Stockholm,0.74,0.86
0180C4720,0180,01,Stockholm,Stockholm,0.71,0.87
0180C4780,0180,01,Stockholm,Stockholm,0.74,0.88
0180C4750,0180,01,Stockholm,Stockholm,0.7,0.84
0180C4630,0180,01,Stockholm,Stockholm,0.68,0.83
1880B5010,1880,18,Örebro,Örebro,0.8,0.85
1880A0020,1880,18,Örebro,Örebro,0.8,0.84
0181C1040,0181,01,Södertälje,Stockholm,0.55,0.71
0181C1010,0181,01,Södertälje,Stockholm,0.73,0.84
0136C1140,0136,01,Haninge,Stockholm,0.71,0.81
1880A0010,1880,18,Örebro,Örebro,0.75,0.82
0136C1080,0136,01,Haninge,Stockholm,0.66,0.76
