lan,kommun,deso,lannamn,kommunnamn,regso,age,minst_1_dos,2_doser
12,1283,1283C1090,Skåne,Helsingborg,Högasten-Miatorp östra,65+,80-90,80-90
12,1290,1290C1140,Skåne,Kristianstad,Östra Kasern-Fäladen,18-64,70-80,50-60
12,1290,1290C1140,Skåne,Kristianstad,Östra Kasern-Fäladen,65+,90-100,80-90
12,1283,1283C1110,Skåne,Helsingborg,Ramlösa-Gustavslund södra,18-64,80-90,70-80
12,1283,1283C1110,Skåne,Helsingborg,Ramlösa-Gustavslund södra,65+,90-100,90-100
12,1290,1290A0070,Skåne,Kristianstad,Linderöd-Träne-Äsphult,18-64,70-80,50-60
12,1290,1290A0070,Skåne,Kristianstad,Linderöd-Träne-Äsphult,65+,90-100,90-100
20,2080,2080C1140,Dalarna,Falun,Falu centrum södra,18-64,80-90,50-60
20,2080,2080C1140,Dalarna,Falun,Falu centrum södra,65+,90-100,90-100
20,2082,2082A0030,Dalarna,Säter,Säters omland,18-64,80-90,70-80
20,2082,2082A0030,Dalarna,Säter,Säters omland,65+,90-100,90-100
20,2083,2083A0050,Dalarna,Hedemora,Långshytte-Husby området,18-64,70-80,70-80
20,2083,2083A0050,Dalarna,Hedemora,Långshytte-Husby området,65+,90-100,90-100
12,1283,1283C1100,Skåne,Helsingborg,Ramlösa-Gustavslund södra,18-64,80-90,60-70
12,1283,1283C1100,Skåne,Helsingborg,Ramlösa-Gustavslund södra,65+,90-100,90-100
12,1290,1290C1110,Skåne,Kristianstad,Hammar-Hammarslund,18-64,80-90,60-70
12,1290,1290C1110,Skåne,Kristianstad,Hammar-Hammarslund,65+,90-100,90-100
12,1283,1283C1150,Skåne,Helsingborg,Närlunda-Elineberg,18-64,50-60,40-50
12,1283,1283C1150,Skåne,Helsingborg,Närlunda-Elineberg,65+,80-90,80-90
12,1283,1283C1120,Skåne,Helsingborg,Planteringen-Miatorp västra,18-64,50-60,40-50
12,1283,1283C1120,Skåne,Helsingborg,Planteringen-Miatorp västra,65+,80-90,80-90
12,1290,1290C1170,Skåne,Kristianstad,Östra Kasern-Fäladen,18-64,70-80,50-60
12,1290,1290C1170,Skåne,Kristianstad,Östra Kasern-Fäladen,65+,90-100,90-100
12,1260,1260B2010,Skåne,Bjuv,Ekeby västra,18-64,60-70,50-60
12,1260,1260B2010,Skåne,Bjuv,Ekeby västra,65+,90-100,80-90
12,1290,1290C1150,Skåne,Kristianstad,Kulltorp-Sommarlust-Egna Hem,18-64,70-80,50-60
12,1290,1290C1150,Skåne,Kristianstad,Kulltorp-Sommarlust-Egna Hem,65+,90-100,90-100
12,1283,1283C1130,Skåne,Helsingborg,Planteringen-Miatorp västra,18-64,50-60,30-40
12,1283,1283C1130,Skåne,Helsingborg,Planteringen-Miatorp västra,65+,70-80,70-80
20,2080,2080C1160,Dalarna,Falun,Falu centrum norra,18-64,80-90,60-70
20,2080,2080C1160,Dalarna,Falun,Falu centrum norra,65+,90-100,90-100
12,1260,1260A0010,Skåne,Bjuv,Ekeby östra,18-64,60-70,50-60
12,1260,1260A0010,Skåne,Bjuv,Ekeby östra,65+,90-100,80-90
12,1290,1290B4010,Skåne,Kristianstad,Fjälkinge-Arkelstorp-Bäckaskog,18-64,80-90,60-70
12,1290,1290B4010,Skåne,Kristianstad,Fjälkinge-Arkelstorp-Bäckaskog,65+,90-100,90-100
10,1083,1083C1010,Blekinge,Sölvesborg,Falkvik,18-64,70-80,60-70
10,1083,1083C1010,Blekinge,Sölvesborg,Falkvik,65+,90-100,90-100
12,1283,1283C1190,Skåne,Helsingborg,Eskilsminne-Gustavslund norra,18-64,70-80,60-70
12,1283,1283C1190,Skåne,Helsingborg,Eskilsminne-Gustavslund norra,65+,80-90,80-90
12,1293,1293B5010,Skåne,Hässleholm,Sösdala,18-64,60-70,50-60
12,1293,1293B5010,Skåne,Hässleholm,Sösdala,65+,90-100,80-90
12,1283,1283C1210,Skåne,Helsingborg,Närlunda-Elineberg,18-64,50-60,40-50
12,1283,1283C1210,Skåne,Helsingborg,Närlunda-Elineberg,65+,80-90,80-90
12,1283,1283C1200,Skåne,Helsingborg,Söder-Oceanhamnen-Oljehamnen,18-64,50-60,30-40
12,1283,1283C1200,Skåne,Helsingborg,Söder-Oceanhamnen-Oljehamnen,65+,80-90,80-90
12,1290,1290C1200,Skåne,Kristianstad,Näsby,18-64,60-70,50-60
12,1290,1290C1200,Skåne,Kristianstad,Näsby,65+,90-100,80-90
12,1283,1283C1160,Skåne,Helsingborg,Påarp-Bårslöv,18-64,70-80,50-60
12,1283,1283C1160,Skåne,Helsingborg,Påarp-Bårslöv,65+,90-100,80-90
12,1283,1283C1140,Skåne,Helsingborg,Påarp-Bårslöv,18-64,70-80,60-70
12,1283,1283C1140,Skåne,Helsingborg,Påarp-Bårslöv,65+,90-100,90-100
12,1283,1283C1340,Skåne,Helsingborg,Adolfsberg-Västergård,18-64,60-70,40-50
12,1283,1283C1340,Skåne,Helsingborg,Adolfsberg-Västergård,65+,90-100,80-90
12,1290,1290C1180,Skåne,Kristianstad,Kulltorp-Sommarlust-Egna Hem,18-64,80-90,60-70
12,1290,1290C1180,Skåne,Kristianstad,Kulltorp-Sommarlust-Egna Hem,65+,90-100,90-100
12,1283,1283C1250,Skåne,Helsingborg,Eneborg-Högaborg,18-64,50-60,30-40
12,1283,1283C1250,Skåne,Helsingborg,Eneborg-Högaborg,65+,70-80,70-80
12,1283,1283C1280,Skåne,Helsingborg,Eneborg-Högaborg,18-64,50-60,30-40
12,1283,1283C1280,Skåne,Helsingborg,Eneborg-Högaborg,65+,80-90,70-80
12,1290,1290C1220,Skåne,Kristianstad,Gamlegården,18-64,40-50,30-40
12,1290,1290C1220,Skåne,Kristianstad,Gamlegården,65+,70-80,70-80
12,1283,1283C1270,Skåne,Helsingborg,Adolfsberg-Västergård,18-64,60-70,40-50
12,1283,1283C1270,Skåne,Helsingborg,Adolfsberg-Västergård,65+,90-100,80-90
12,1283,1283C1290,Skåne,Helsingborg,Söder-Oceanhamnen-Oljehamnen,18-64,60-70,40-50
12,1283,1283C1290,Skåne,Helsingborg,Söder-Oceanhamnen-Oljehamnen,65+,80-90,80-90
12,1283,1283C1260,Skåne,Helsingborg,Wilson park-Fältabacken,18-64,60-70,50-60
12,1283,1283C1260,Skåne,Helsingborg,Wilson park-Fältabacken,65+,80-90,70-80
12,1290,1290C1210,Skåne,Kristianstad,Nosaby-Möllebacken,18-64,70-80,60-70
12,1290,1290C1210,Skåne,Kristianstad,Nosaby-Möllebacken,65+,90-100,90-100
12,1283,1283C1330,Skåne,Helsingborg,Helsingborg centrum-Slottshöjden västra,18-64,70-80,50-60
12,1283,1283C1330,Skåne,Helsingborg,Helsingborg centrum-Slottshöjden västra,65+,90-100,90-100
12,1283,1283C1220,Skåne,Helsingborg,Eskilsminne-Gustavslund norra,18-64,80-90,60-70
12,1283,1283C1220,Skåne,Helsingborg,Eskilsminne-Gustavslund norra,65+,90-100,90-100
12,1283,1283C1320,Skåne,Helsingborg,Husensjö-Sofieberg,18-64,70-80,60-70
12,1283,1283C1320,Skåne,Helsingborg,Husensjö-Sofieberg,65+,90-100,90-100
10,1083,1083A0010,Blekinge,Sölvesborg,Listerlandet-Hanö,18-64,80-90,60-70
10,1083,1083A0010,Blekinge,Sölvesborg,Listerlandet-Hanö,65+,90-100,90-100
10,1083,1083C1040,Blekinge,Sölvesborg,Sölvesborg,18-64,80-90,60-70
10,1083,1083C1040,Blekinge,Sölvesborg,Sölvesborg,65+,90-100,80-90
12,1283,1283C1360,Skåne,Helsingborg,Wilson park-Fältabacken,18-64,80-90,60-70
12,1283,1283C1360,Skåne,Helsingborg,Wilson park-Fältabacken,65+,90-100,90-100
10,1083,1083C1020,Blekinge,Sölvesborg,Sölvesborg,18-64,70-80,60-70
10,1083,1083C1020,Blekinge,Sölvesborg,Sölvesborg,65+,90-100,90-100
12,1283,1283C1350,Skåne,Helsingborg,Helsingborg centrum-Slottshöjden västra,18-64,80-90,60-70
12,1283,1283C1350,Skåne,Helsingborg,Helsingborg centrum-Slottshöjden västra,65+,90-100,90-100
12,1283,1283C1400,Skåne,Helsingborg,Rosengården östra,18-64,60-70,50-60
12,1283,1283C1400,Skåne,Helsingborg,Rosengården östra,65+,80-90,80-90
12,1290,1290C1190,Skåne,Kristianstad,Näsby,18-64,60-70,40-50
12,1290,1290C1190,Skåne,Kristianstad,Näsby,65+,80-90,80-90
12,1290,1290C1230,Skåne,Kristianstad,Gamlegården,18-64,50-60,30-40
12,1290,1290C1230,Skåne,Kristianstad,Gamlegården,65+,80-90,70-80
12,1260,1260A0020,Skåne,Bjuv,Billesholm södra,18-64,50-60,40-50
12,1260,1260A0020,Skåne,Bjuv,Billesholm södra,65+,80-90,80-90
12,1283,1283C1480,Skåne,Helsingborg,Tågaborg,18-64,70-80,60-70
12,1283,1283C1480,Skåne,Helsingborg,Tågaborg,65+,90-100,90-100
12,1283,1283C1470,Skåne,Helsingborg,Fredriksdal-Filborna,18-64,50-60,40-50
12,1283,1283C1470,Skåne,Helsingborg,Fredriksdal-Filborna,65+,80-90,80-90
12,1283,1283C1520,Skåne,Helsingborg,Tågaborg,18-64,80-90,60-70
12,1283,1283C1520,Skåne,Helsingborg,Tågaborg,65+,90-100,90-100
12,1283,1283C1540,Skåne,Helsingborg,Drottninghög,18-64,50-60,30-40
12,1283,1283C1540,Skåne,Helsingborg,Drottninghög,65+,70-80,70-80
12,1272,1272C1020,Skåne,Bromölla,Bromölla östra centrum-Åbylyckorna,18-64,60-70,50-60
12,1272,1272C1020,Skåne,Bromölla,Bromölla östra centrum-Åbylyckorna,65+,90-100,80-90
12,1283,1283C1550,Skåne,Helsingborg,Drottninghög,18-64,40-50,30-40
12,1283,1283C1550,Skåne,Helsingborg,Drottninghög,65+,70-80,70-80
12,1283,1283B3010,Skåne,Helsingborg,Mörarp-Mörarp omland,18-64,70-80,60-70
12,1283,1283B3010,Skåne,Helsingborg,Mörarp-Mörarp omland,65+,90-100,90-100
12,1283,1283C1570,Skåne,Helsingborg,Dalhem-Väla södra,18-64,50-60,40-50
12,1283,1283C1570,Skåne,Helsingborg,Dalhem-Väla södra,65+,80-90,70-80
12,1290,1290B5010,Skåne,Kristianstad,Önnestad-Färlöv-Skepparslöv,18-64,80-90,60-70
12,1290,1290B5010,Skåne,Kristianstad,Önnestad-Färlöv-Skepparslöv,65+,90-100,90-100
12,1272,1272C1030,Skåne,Bromölla,Bromölla öster-Dalafuret,18-64,80-90,60-70
12,1272,1272C1030,Skåne,Bromölla,Bromölla öster-Dalafuret,65+,90-100,90-100
12,1267,1267A0020,Skåne,Höör,Snogeröd-Munkarp-Norra Rörum,18-64,70-80,60-70
12,1267,1267A0020,Skåne,Höör,Snogeröd-Munkarp-Norra Rörum,65+,90-100,80-90
12,1283,1283C1580,Skåne,Helsingborg,Ringstorp-Stattena,18-64,70-80,60-70
12,1283,1283C1580,Skåne,Helsingborg,Ringstorp-Stattena,65+,90-100,80-90
14,1482,1482A0020,Västra Götaland,Kungälv,Kungälv kust,18-64,80-90,60-70
14,1482,1482A0020,Västra Götaland,Kungälv,Kungälv kust,65+,90-100,90-100
06,0680,0680C1570,Jönköping,Jönköping,Bankeryd,18-64,80-90,70-80
06,0680,0680C1570,Jönköping,Jönköping,Bankeryd,65+,90-100,90-100
14,1482,1482C1110,Västra Götaland,Kungälv,Kungälv centrala,18-64,80-90,50-60
14,1482,1482C1110,Västra Götaland,Kungälv,Kungälv centrala,65+,90-100,90-100
14,1482,1482A0030,Västra Götaland,Kungälv,Kungälv centrala landsbygden,18-64,70-80,50-60
14,1482,1482A0030,Västra Götaland,Kungälv,Kungälv centrala landsbygden,65+,90-100,90-100
12,1260,1260C1010,Skåne,Bjuv,Bjuv södra,18-64,70-80,50-60
12,1260,1260C1010,Skåne,Bjuv,Bjuv södra,65+,90-100,80-90
12,1214,1214A0030,Skåne,Svalöv,Kågeröd-Billeberga omland,18-64,70-80,50-60
12,1214,1214A0030,Skåne,Svalöv,Kågeröd-Billeberga omland,65+,90-100,80-90
12,1276,1276B2010,Skåne,Klippan,Ljungbyhed,18-64,60-70,50-60
12,1276,1276B2010,Skåne,Klippan,Ljungbyhed,65+,80-90,80-90
12,1283,1283C1620,Skåne,Helsingborg,Mariastaden-Käftaåra,18-64,80-90,60-70
12,1283,1283C1620,Skåne,Helsingborg,Mariastaden-Käftaåra,65+,90-100,80-90
14,1462,1462A0010,Västra Götaland,Lilla Edet,Västerlanda,18-64,70-80,50-60
14,1462,1462A0010,Västra Götaland,Lilla Edet,Västerlanda,65+,90-100,90-100
05,0581,0581C1180,Östergötland,Norrköping,Rambodal,18-64,80-90,70-80
05,0581,0581C1180,Östergötland,Norrköping,Rambodal,65+,90-100,90-100
12,1272,1272C1040,Skåne,Bromölla,Ivetofta-Rökebacken,18-64,80-90,60-70
12,1272,1272C1040,Skåne,Bromölla,Ivetofta-Rökebacken,65+,90-100,90-100
12,1283,1283C1590,Skåne,Helsingborg,Norr-Pålsjö,18-64,80-90,60-70
12,1283,1283C1590,Skåne,Helsingborg,Norr-Pålsjö,65+,90-100,90-100
12,1260,1260A0030,Skåne,Bjuv,Billesholm norra,18-64,70-80,50-60
12,1260,1260A0030,Skåne,Bjuv,Billesholm norra,65+,90-100,80-90
12,1276,1276A0020,Skåne,Klippan,Krika omland,18-64,70-80,50-60
12,1276,1276A0020,Skåne,Klippan,Krika omland,65+,80-90,80-90
12,1276,1276A0010,Skåne,Klippan,Ljungbyhed omland,18-64,70-80,60-70
12,1276,1276A0010,Skåne,Klippan,Ljungbyhed omland,65+,80-90,80-90
12,1283,1283A0020,Skåne,Helsingborg,Mörarp-Mörarp omland,18-64,60-70,50-60
12,1283,1283A0020,Skåne,Helsingborg,Mörarp-Mörarp omland,65+,90-100,80-90
12,1290,1290A0080,Skåne,Kristianstad,Fjälkinge-Arkelstorp-Bäckaskog,18-64,70-80,60-70
12,1290,1290A0080,Skåne,Kristianstad,Fjälkinge-Arkelstorp-Bäckaskog,65+,90-100,80-90
12,1283,1283C1600,Skåne,Helsingborg,Dalhem-Väla södra,18-64,50-60,40-50
12,1283,1283C1600,Skåne,Helsingborg,Dalhem-Väla södra,65+,80-90,80-90
12,1293,1293B3020,Skåne,Hässleholm,Vinslöv centrala,18-64,80-90,60-70
12,1293,1293B3020,Skåne,Hässleholm,Vinslöv centrala,65+,90-100,90-100
14,1499,1499C1040,Västra Götaland,Falköping,Falköping östra stad,18-64,60-70,40-50
14,1499,1499C1040,Västra Götaland,Falköping,Falköping östra stad,65+,90-100,90-100
12,1260,1260C1020,Skåne,Bjuv,Bjuv östra-Selleberga,18-64,50-60,40-50
12,1260,1260C1020,Skåne,Bjuv,Bjuv östra-Selleberga,65+,80-90,80-90
01,0180,0180C1580,Stockholm,Stockholm,Svedmyra,18-64,80-90,50-60
01,0180,0180C1580,Stockholm,Stockholm,Svedmyra,65+,80-90,70-80
12,1283,1283C1650,Skåne,Helsingborg,Laröd-Hittarp,18-64,80-90,70-80
12,1283,1283C1650,Skåne,Helsingborg,Laröd-Hittarp,65+,90-100,90-100
12,1293,1293B3010,Skåne,Hässleholm,Vinslöv södra,18-64,80-90,60-70
12,1293,1293B3010,Skåne,Hässleholm,Vinslöv södra,65+,90-100,90-100
12,1293,1293A0010,Skåne,Hässleholm,Häglinge-Norra Mellby-Kialt,18-64,70-80,50-60
12,1293,1293A0010,Skåne,Hässleholm,Häglinge-Norra Mellby-Kialt,65+,80-90,80-90
01,0180,0180C1900,Stockholm,Stockholm,Bagarmossen,18-64,70-80,50-60
01,0180,0180C1900,Stockholm,Stockholm,Bagarmossen,65+,70-80,70-80
12,1260,1260C1030,Skåne,Bjuv,Bjuv västra,18-64,70-80,50-60
12,1260,1260C1030,Skåne,Bjuv,Bjuv västra,65+,80-90,80-90
12,1283,1283C1630,Skåne,Helsingborg,Mariastaden-Käftaåra,18-64,60-70,50-60
12,1283,1283C1630,Skåne,Helsingborg,Mariastaden-Käftaåra,65+,90-100,90-100
14,1485,1485A0020,Västra Götaland,Uddevalla,Lane Ryr-Stenshult-Östra Forshälla,18-64,80-90,50-60
14,1485,1485A0020,Västra Götaland,Uddevalla,Lane Ryr-Stenshult-Östra Forshälla,65+,90-100,90-100
01,0180,0180C1810,Stockholm,Stockholm,Norra Skarpnäcks Gård,18-64,90-100,70-80
01,0180,0180C1810,Stockholm,Stockholm,Norra Skarpnäcks Gård,65+,90-100,90-100
12,1283,1283C1660,Skåne,Helsingborg,Ödåkra-Väla,18-64,60-70,40-50
12,1283,1283C1660,Skåne,Helsingborg,Ödåkra-Väla,65+,90-100,80-90
14,1480,1480C1790,Västra Götaland,Göteborg,Kungsladugård Älvsborgsgatan,18-64,70-80,40-50
14,1480,1480C1790,Västra Götaland,Göteborg,Kungsladugård Älvsborgsgatan,65+,80-90,80-90
14,1490,1490C1090,Västra Götaland,Borås,Hulta syd-Trandared norr-Brotorp,18-64,70-80,50-60
14,1490,1490C1090,Västra Götaland,Borås,Hulta syd-Trandared norr-Brotorp,65+,90-100,90-100
12,1293,1293B3030,Skåne,Hässleholm,Vinslöv norra,18-64,80-90,60-70
12,1293,1293B3030,Skåne,Hässleholm,Vinslöv norra,65+,90-100,90-100
12,1283,1283C1690,Skåne,Helsingborg,Ödåkra-Väla,18-64,70-80,60-70
12,1283,1283C1690,Skåne,Helsingborg,Ödåkra-Väla,65+,90-100,90-100
10,1082,1082C1040,Blekinge,Karlshamn,Karlshamn centrala,18-64,70-80,50-60
10,1082,1082C1040,Blekinge,Karlshamn,Karlshamn centrala,65+,90-100,90-100
12,1283,1283C1680,Skåne,Helsingborg,Laröd-Hittarp,18-64,80-90,70-80
12,1283,1283C1680,Skåne,Helsingborg,Laröd-Hittarp,65+,90-100,90-100
12,1283,1283C1670,Skåne,Helsingborg,Laröd-Hittarp,18-64,80-90,70-80
12,1283,1283C1670,Skåne,Helsingborg,Laröd-Hittarp,65+,90-100,80-90
10,1080,1080B4010,Blekinge,Karlskrona,Skärgården,18-64,80-90,70-80
10,1080,1080B4010,Blekinge,Karlskrona,Skärgården,65+,90-100,90-100
10,1080,1080B5010,Blekinge,Karlskrona,Skärgården,18-64,80-90,70-80
10,1080,1080B5010,Blekinge,Karlskrona,Skärgården,65+,90-100,90-100
12,1293,1293B8010,Skåne,Hässleholm,Tormestorp,18-64,80-90,70-80
12,1293,1293B8010,Skåne,Hässleholm,Tormestorp,65+,90-100,90-100
12,1260,1260C1040,Skåne,Bjuv,Bjuv norra-Gunnarstorp,18-64,60-70,40-50
12,1260,1260C1040,Skåne,Bjuv,Bjuv norra-Gunnarstorp,65+,80-90,80-90
12,1283,1283C1700,Skåne,Helsingborg,Ödåkra-Väla,18-64,70-80,60-70
12,1283,1283C1700,Skåne,Helsingborg,Ödåkra-Väla,65+,90-100,80-90
12,1275,1275C1020,Skåne,Perstorp,Perstorp nordöstra tätorten,18-64,60-70,50-60
12,1275,1275C1020,Skåne,Perstorp,Perstorp nordöstra tätorten,65+,90-100,80-90
12,1277,1277C1040,Skåne,Åstorp,Haganäs,18-64,50-60,30-40
12,1277,1277C1040,Skåne,Åstorp,Haganäs,65+,80-90,70-80
05,0580,0580C1350,Östergötland,Linköping,Valla-T1,18-64,80-90,60-70
05,0580,0580C1350,Östergötland,Linköping,Valla-T1,65+,90-100,90-100
05,0580,0580C1360,Östergötland,Linköping,Trädgårdsföreningen-Folkungavallen,18-64,80-90,60-70
05,0580,0580C1360,Östergötland,Linköping,Trädgårdsföreningen-Folkungavallen,65+,90-100,90-100
12,1276,1276C1010,Skåne,Klippan,Solslätt-Pappersbruket,18-64,60-70,50-60
12,1276,1276C1010,Skåne,Klippan,Solslätt-Pappersbruket,65+,80-90,80-90
12,1293,1293C1020,Skåne,Hässleholm,Hässleholm-Östervärn,18-64,70-80,60-70
12,1293,1293C1020,Skåne,Hässleholm,Hässleholm-Östervärn,65+,90-100,90-100
12,1277,1277B3010,Skåne,Åstorp,Kvidinge,18-64,60-70,50-60
12,1277,1277B3010,Skåne,Åstorp,Kvidinge,65+,90-100,80-90
12,1276,1276C1050,Skåne,Klippan,Tegelbruket-Klippan väster,18-64,60-70,50-60
12,1276,1276C1050,Skåne,Klippan,Tegelbruket-Klippan väster,65+,80-90,80-90
12,1276,1276C1020,Skåne,Klippan,Tegelbruket-Klippan väster,18-64,60-70,50-60
12,1276,1276C1020,Skåne,Klippan,Tegelbruket-Klippan väster,65+,90-100,80-90
12,1277,1277B2010,Skåne,Åstorp,Hyllinge,18-64,60-70,50-60
12,1277,1277B2010,Skåne,Åstorp,Hyllinge,65+,90-100,80-90
12,1277,1277C1020,Skåne,Åstorp,Dala-Bjärshög,18-64,60-70,50-60
12,1277,1277C1020,Skåne,Åstorp,Dala-Bjärshög,65+,80-90,80-90
05,0580,0580A0100,Östergötland,Linköping,Åkerbo omland,18-64,80-90,70-80
05,0580,0580A0100,Östergötland,Linköping,Åkerbo omland,65+,90-100,90-100
05,0583,0583A0010,Östergötland,Motala,Fågelsta-Södra Freberga,18-64,80-90,70-80
05,0583,0583A0010,Östergötland,Motala,Fågelsta-Södra Freberga,65+,90-100,90-100
12,1276,1276C1030,Skåne,Klippan,Solslätt-Pappersbruket,18-64,60-70,50-60
12,1276,1276C1030,Skåne,Klippan,Solslätt-Pappersbruket,65+,90-100,80-90
12,1277,1277C1050,Skåne,Åstorp,Åstorp centrum-Rågen,18-64,60-70,40-50
12,1277,1277C1050,Skåne,Åstorp,Åstorp centrum-Rågen,65+,90-100,80-90
12,1290,1290A0090,Skåne,Kristianstad,Önnestad-Färlöv-Skepparslöv,18-64,70-80,60-70
12,1290,1290A0090,Skåne,Kristianstad,Önnestad-Färlöv-Skepparslöv,65+,90-100,90-100
05,0583,0583C1020,Östergötland,Motala,Gamla stan,18-64,70-80,60-70
05,0583,0583C1020,Östergötland,Motala,Gamla stan,65+,90-100,90-100
21,2181,2181C1020,Gävleborg,Sandviken,Sandviken södra tätorten,18-64,80-90,70-80
21,2181,2181C1020,Gävleborg,Sandviken,Sandviken södra tätorten,65+,90-100,80-90
12,1275,1275C1010,Skåne,Perstorp,Perstorp sydvästra tätorten,18-64,60-70,50-60
12,1275,1275C1010,Skåne,Perstorp,Perstorp sydvästra tätorten,65+,80-90,80-90
01,0181,0181A0030,Stockholm,Södertälje,Södertälje-Järna omland,18-64,60-70,50-60
01,0181,0181A0030,Stockholm,Södertälje,Södertälje-Järna omland,65+,80-90,70-80
21,2104,2104A0020,Gävleborg,Hofors,Hofors västra omland,18-64,80-90,70-80
21,2104,2104A0020,Gävleborg,Hofors,Hofors västra omland,65+,90-100,80-90
21,2181,2181C1010,Gävleborg,Sandviken,Sandviken södra tätorten,18-64,90-100,80-90
21,2181,2181C1010,Gävleborg,Sandviken,Sandviken södra tätorten,65+,90-100,90-100
20,2080,2080C1170,Dalarna,Falun,Falu centrum norra,18-64,80-90,60-70
20,2080,2080C1170,Dalarna,Falun,Falu centrum norra,65+,90-100,90-100
12,1277,1277C1010,Skåne,Åstorp,Nyvång-Västra Broby,18-64,60-70,40-50
12,1277,1277C1010,Skåne,Åstorp,Nyvång-Västra Broby,65+,80-90,80-90
01,0181,0181C1140,Stockholm,Södertälje,Rosenlund-Hagaberg,18-64,70-80,50-60
01,0181,0181C1140,Stockholm,Södertälje,Rosenlund-Hagaberg,65+,90-100,90-100
12,1277,1277C1030,Skåne,Åstorp,Björnås-Tingdal,18-64,70-80,60-70
12,1277,1277C1030,Skåne,Åstorp,Björnås-Tingdal,65+,90-100,90-100
12,1293,1293C1010,Skåne,Hässleholm,Hässleholm-Stattena,18-64,70-80,60-70
12,1293,1293C1010,Skåne,Hässleholm,Hässleholm-Stattena,65+,90-100,80-90
10,1080,1080C1010,Blekinge,Karlskrona,Sydöstra Trossö,18-64,80-90,60-70
10,1080,1080C1010,Blekinge,Karlskrona,Sydöstra Trossö,65+,90-100,90-100
10,1080,1080C1020,Blekinge,Karlskrona,Sydvästra Trossö,18-64,80-90,50-60
10,1080,1080C1020,Blekinge,Karlskrona,Sydvästra Trossö,65+,90-100,90-100
12,1293,1293C1030,Skåne,Hässleholm,Hässleholm-Fredentorp,18-64,70-80,50-60
12,1293,1293C1030,Skåne,Hässleholm,Hässleholm-Fredentorp,65+,90-100,90-100
12,1293,1293C1050,Skåne,Hässleholm,Hässleholm centrum,18-64,60-70,40-50
12,1293,1293C1050,Skåne,Hässleholm,Hässleholm centrum,65+,90-100,80-90
10,1080,1080C1050,Blekinge,Karlskrona,Nordöstra Trossö,18-64,80-90,50-60
10,1080,1080C1050,Blekinge,Karlskrona,Nordöstra Trossö,65+,90-100,80-90
18,1880,1880C1080,Örebro,Örebro,Brickebacken,18-64,60-70,40-50
18,1880,1880C1080,Örebro,Örebro,Brickebacken,65+,80-90,80-90
20,2080,2080C1180,Dalarna,Falun,Stennäset-Britsarvet-Lugnet,18-64,80-90,70-80
20,2080,2080C1180,Dalarna,Falun,Stennäset-Britsarvet-Lugnet,65+,90-100,90-100
12,1276,1276C1040,Skåne,Klippan,Storäng-Söndraby,18-64,70-80,60-70
12,1276,1276C1040,Skåne,Klippan,Storäng-Söndraby,65+,90-100,90-100
12,1292,1292C1070,Skåne,Ängelholm,Ängelholm centrum,18-64,70-80,50-60
12,1292,1292C1070,Skåne,Ängelholm,Ängelholm centrum,65+,90-100,90-100
21,2181,2181C1050,Gävleborg,Sandviken,Sandviken västra tätorten,18-64,60-70,40-50
21,2181,2181C1050,Gävleborg,Sandviken,Sandviken västra tätorten,65+,80-90,80-90
12,1275,1275C1040,Skåne,Perstorp,Perstorp nordvästra tätorten,18-64,60-70,40-50
12,1275,1275C1040,Skåne,Perstorp,Perstorp nordvästra tätorten,65+,80-90,80-90
10,1080,1080C1040,Blekinge,Karlskrona,Nordvästra Trossö,18-64,80-90,50-60
10,1080,1080C1040,Blekinge,Karlskrona,Nordvästra Trossö,65+,90-100,90-100
10,1083,1083B4010,Blekinge,Sölvesborg,Norje-Pukavik,18-64,80-90,60-70
10,1083,1083B4010,Blekinge,Sölvesborg,Norje-Pukavik,65+,90-100,90-100
12,1293,1293C1060,Skåne,Hässleholm,Hässleholm-Bokeberg,18-64,70-80,50-60
12,1293,1293C1060,Skåne,Hässleholm,Hässleholm-Bokeberg,65+,90-100,90-100
10,1082,1082C1030,Blekinge,Karlshamn,Karlshamn centrala,18-64,70-80,50-60
10,1082,1082C1030,Blekinge,Karlshamn,Karlshamn centrala,65+,90-100,90-100
12,1283,1283B4010,Skåne,Helsingborg,Kattarp-Hasslarp-Utvälinge,18-64,60-70,50-60
12,1283,1283B4010,Skåne,Helsingborg,Kattarp-Hasslarp-Utvälinge,65+,90-100,80-90
10,1080,1080C1060,Blekinge,Karlskrona,Nordvästra Trossö,18-64,80-90,50-60
10,1080,1080C1060,Blekinge,Karlskrona,Nordvästra Trossö,65+,90-100,90-100
12,1275,1275C1030,Skåne,Perstorp,Perstorp sydöstra tätorten,18-64,70-80,60-70
12,1275,1275C1030,Skåne,Perstorp,Perstorp sydöstra tätorten,65+,90-100,90-100
12,1293,1293C1040,Skåne,Hässleholm,Hässleholm-Djupadal-Galgbacken,18-64,60-70,40-50
12,1293,1293C1040,Skåne,Hässleholm,Hässleholm-Djupadal-Galgbacken,65+,90-100,80-90
12,1277,1277C1070,Skåne,Åstorp,Centrum norr-Grytevad,18-64,60-70,50-60
12,1277,1277C1070,Skåne,Åstorp,Centrum norr-Grytevad,65+,80-90,80-90
10,1080,1080C1030,Blekinge,Karlskrona,Nordöstra Trossö,18-64,80-90,60-70
10,1080,1080C1030,Blekinge,Karlskrona,Nordöstra Trossö,65+,90-100,90-100
