lan,kommun,deso,lannamn,kommunnamn,regso,age,minst_1_dos,2_doser
12,1293,1293B2010,Skåne,Hässleholm,Tyringe sydväst,18-64,70-80,50-60
12,1293,1293B2010,Skåne,Hässleholm,Tyringe sydväst,65+,80-90,80-90
12,1293,1293C1090,Skåne,Hässleholm,Hässleholm-Bokalyckan,18-64,70-80,60-70
12,1293,1293C1090,Skåne,Hässleholm,Hässleholm-Bokalyckan,65+,90-100,90-100
12,1277,1277C1060,Skåne,Åstorp,Björnekulla,18-64,60-70,50-60
12,1277,1277C1060,Skåne,Åstorp,Björnekulla,65+,80-90,80-90
12,1290,1290A0100,Skåne,Kristianstad,Balsby-Österslöv-Fjälkestad,18-64,70-80,60-70
12,1290,1290A0100,Skåne,Kristianstad,Balsby-Österslöv-Fjälkestad,65+,90-100,90-100
12,1293,1293B2020,Skåne,Hässleholm,Tyringe sydöst,18-64,70-80,60-70
12,1293,1293B2020,Skåne,Hässleholm,Tyringe sydöst,65+,90-100,80-90
10,1081,1081C1050,Blekinge,Ronneby,Ronneby centrum,18-64,70-80,50-60
10,1081,1081C1050,Blekinge,Ronneby,Ronneby centrum,65+,90-100,90-100
01,0127,0127C1230,Stockholm,Botkyrka,Tullinge parkhem,18-64,80-90,60-70
01,0127,0127C1230,Stockholm,Botkyrka,Tullinge parkhem,65+,90-100,90-100
10,1082,1082C1010,Blekinge,Karlshamn,Karlshamn östra,18-64,80-90,70-80
10,1082,1082C1010,Blekinge,Karlshamn,Karlshamn östra,65+,90-100,90-100
14,1480,1480C2430,Västra Götaland,Göteborg,Eriksberg,18-64,80-90,60-70
14,1480,1480C2430,Västra Götaland,Göteborg,Eriksberg,65+,90-100,80-90
14,1480,1480C2490,Västra Götaland,Göteborg,Stampen östra,18-64,80-90,40-50
14,1480,1480C2490,Västra Götaland,Göteborg,Stampen östra,65+,80-90,80-90
14,1480,1480C2440,Västra Götaland,Göteborg,Lunden västra,18-64,70-80,40-50
14,1480,1480C2440,Västra Götaland,Göteborg,Lunden västra,65+,80-90,80-90
01,0126,0126C1030,Stockholm,Huddinge,Flemingsberg östra,18-64,50-60,30-40
01,0126,0126C1030,Stockholm,Huddinge,Flemingsberg östra,65+,70-80,70-80
12,1256,1256B5010,Skåne,Östra Göinge,Hanaskog,18-64,60-70,40-50
12,1256,1256B5010,Skåne,Östra Göinge,Hanaskog,65+,90-100,80-90
12,1293,1293C1110,Skåne,Hässleholm,Hässleholm-Kristinehem,18-64,80-90,60-70
12,1293,1293C1110,Skåne,Hässleholm,Hässleholm-Kristinehem,65+,90-100,80-90
10,1082,1082C1060,Blekinge,Karlshamn,Karlshamn centrala,18-64,70-80,50-60
10,1082,1082C1060,Blekinge,Karlshamn,Karlshamn centrala,65+,90-100,90-100
12,1293,1293C1100,Skåne,Hässleholm,Hässleholm-Läreda,18-64,50-60,40-50
12,1293,1293C1100,Skåne,Hässleholm,Hässleholm-Läreda,65+,80-90,80-90
12,1283,1283A0030,Skåne,Helsingborg,Allerum-Domsten,18-64,80-90,70-80
12,1283,1283A0030,Skåne,Helsingborg,Allerum-Domsten,65+,90-100,90-100
10,1080,1080C1080,Blekinge,Karlskrona,Pantarholmen,18-64,80-90,50-60
10,1080,1080C1080,Blekinge,Karlskrona,Pantarholmen,65+,90-100,90-100
10,1082,1082C1050,Blekinge,Karlshamn,Karlshamn östra,18-64,80-90,70-80
10,1082,1082C1050,Blekinge,Karlshamn,Karlshamn östra,65+,90-100,90-100
10,1080,1080C1070,Blekinge,Karlskrona,Saltö-Björkholmen,18-64,80-90,60-70
10,1080,1080C1070,Blekinge,Karlskrona,Saltö-Björkholmen,65+,90-100,90-100
10,1080,1080C1120,Blekinge,Karlskrona,Galgamarken,18-64,60-70,40-50
10,1080,1080C1120,Blekinge,Karlskrona,Galgamarken,65+,80-90,80-90
12,1293,1293B2030,Skåne,Hässleholm,Tyringe norra,18-64,60-70,50-60
12,1293,1293B2030,Skåne,Hässleholm,Tyringe norra,65+,90-100,80-90
10,1080,1080A0020,Blekinge,Karlskrona,Skärgården,18-64,80-90,70-80
10,1080,1080A0020,Blekinge,Karlskrona,Skärgården,65+,90-100,90-100
14,1480,1480C2750,Västra Götaland,Göteborg,Rambergsstaden mellersta,18-64,70-80,30-40
14,1480,1480C2750,Västra Götaland,Göteborg,Rambergsstaden mellersta,65+,80-90,70-80
14,1480,1480C2670,Västra Götaland,Göteborg,Björkekärr Östra sjukhuset,18-64,70-80,40-50
14,1480,1480C2670,Västra Götaland,Göteborg,Björkekärr Östra sjukhuset,65+,90-100,80-90
10,1082,1082C1020,Blekinge,Karlshamn,Karlshamn västra,18-64,80-90,60-70
10,1082,1082C1020,Blekinge,Karlshamn,Karlshamn västra,65+,90-100,80-90
10,1080,1080C1100,Blekinge,Karlskrona,Långö-Gräsvik,18-64,70-80,50-60
10,1080,1080C1100,Blekinge,Karlskrona,Långö-Gräsvik,65+,90-100,90-100
10,1080,1080C1110,Blekinge,Karlskrona,Hästö,18-64,90-100,80-90
10,1080,1080C1110,Blekinge,Karlskrona,Hästö,65+,90-100,90-100
14,1488,1488C1050,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,18-64,40-50,20-30
14,1488,1488C1050,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,65+,80-90,70-80
12,1293,1293C1130,Skåne,Hässleholm,Hässleholm-Ljungdala,18-64,70-80,60-70
12,1293,1293C1130,Skåne,Hässleholm,Hässleholm-Ljungdala,65+,90-100,90-100
10,1082,1082C1080,Blekinge,Karlshamn,Högadal,18-64,70-80,50-60
10,1082,1082C1080,Blekinge,Karlshamn,Högadal,65+,90-100,90-100
14,1421,1421C1010,Västra Götaland,Orust,Henån,18-64,70-80,50-60
14,1421,1421C1010,Västra Götaland,Orust,Henån,65+,90-100,90-100
14,1488,1488C1070,Västra Götaland,Trollhättan,Kronogårds Torg-Frälsegården,18-64,30-40,10-20
14,1488,1488C1070,Västra Götaland,Trollhättan,Kronogårds Torg-Frälsegården,65+,60-70,60-70
14,1488,1488C1100,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,18-64,40-50,20-30
14,1488,1488C1100,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,65+,80-90,70-80
14,1488,1488C1060,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,18-64,50-60,30-40
14,1488,1488C1060,Västra Götaland,Trollhättan,Norra Lextorp-Västra Kronogården-Östra Kronogården,65+,80-90,80-90
12,1293,1293C1120,Skåne,Hässleholm,Hässleholm-Kärråkra-Gäddastorp,18-64,70-80,50-60
12,1293,1293C1120,Skåne,Hässleholm,Hässleholm-Kärråkra-Gäddastorp,65+,90-100,90-100
10,1082,1082C1070,Blekinge,Karlshamn,Prästslätten,18-64,80-90,60-70
10,1082,1082C1070,Blekinge,Karlshamn,Prästslätten,65+,90-100,90-100
12,1293,1293C1070,Skåne,Hässleholm,Hässleholm-Sjörröd-Finja,18-64,80-90,70-80
12,1293,1293C1070,Skåne,Hässleholm,Hässleholm-Sjörröd-Finja,65+,90-100,90-100
12,1284,1284C1020,Skåne,Höganäs,Viken,18-64,80-90,70-80
12,1284,1284C1020,Skåne,Höganäs,Viken,65+,90-100,90-100
14,1488,1488C1080,Västra Götaland,Trollhättan,Innovatum-Norra Skoftebyn-Pettersberg,18-64,70-80,50-60
14,1488,1488C1080,Västra Götaland,Trollhättan,Innovatum-Norra Skoftebyn-Pettersberg,65+,90-100,90-100
14,1445,1445A0020,Västra Götaland,Essunga,Främmestad omland,18-64,70-80,50-60
14,1445,1445A0020,Västra Götaland,Essunga,Främmestad omland,65+,90-100,90-100
10,1080,1080C1090,Blekinge,Karlskrona,Verkö-Ringö-Knösö,18-64,80-90,70-80
10,1080,1080C1090,Blekinge,Karlskrona,Verkö-Ringö-Knösö,65+,90-100,90-100
12,1293,1293C1080,Skåne,Hässleholm,Hässleholm-Gulastorp-Röinge-Stoby,18-64,70-80,60-70
12,1293,1293C1080,Skåne,Hässleholm,Hässleholm-Gulastorp-Röinge-Stoby,65+,90-100,80-90
12,1284,1284C1030,Skåne,Höganäs,Viken,18-64,80-90,70-80
12,1284,1284C1030,Skåne,Höganäs,Viken,65+,90-100,90-100
10,1080,1080C1200,Blekinge,Karlskrona,Mariedal-Backabo,18-64,80-90,70-80
10,1080,1080C1200,Blekinge,Karlskrona,Mariedal-Backabo,65+,90-100,90-100
12,1293,1293A0020,Skåne,Hässleholm,Strandböke-Västra Torup-Björkeberga,18-64,70-80,60-70
12,1293,1293A0020,Skåne,Hässleholm,Strandböke-Västra Torup-Björkeberga,65+,90-100,80-90
18,1880,1880A0040,Örebro,Örebro,Ekeby-Almby-Hidingsta-Stora Mellösa,18-64,80-90,70-80
18,1880,1880A0040,Örebro,Örebro,Ekeby-Almby-Hidingsta-Stora Mellösa,65+,90-100,90-100
10,1080,1080B3010,Blekinge,Karlskrona,Jämjö tätort,18-64,80-90,70-80
10,1080,1080B3010,Blekinge,Karlskrona,Jämjö tätort,65+,90-100,90-100
12,1272,1272B2010,Skåne,Bromölla,Näsum-Västanå,18-64,70-80,50-60
12,1272,1272B2010,Skåne,Bromölla,Näsum-Västanå,65+,90-100,80-90
10,1080,1080C1170,Blekinge,Karlskrona,Kungsmarken,18-64,50-60,30-40
10,1080,1080C1170,Blekinge,Karlskrona,Kungsmarken,65+,80-90,80-90
14,1488,1488C1150,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,18-64,70-80,40-50
14,1488,1488C1150,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,65+,90-100,90-100
14,1488,1488C1130,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,18-64,70-80,40-50
14,1488,1488C1130,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,65+,90-100,90-100
10,1080,1080C1140,Blekinge,Karlskrona,Sydöstra Lyckeby,18-64,80-90,70-80
10,1080,1080C1140,Blekinge,Karlskrona,Sydöstra Lyckeby,65+,90-100,90-100
12,1284,1284C1040,Skåne,Höganäs,Lerberget,18-64,80-90,60-70
12,1284,1284C1040,Skåne,Höganäs,Lerberget,65+,90-100,90-100
10,1080,1080C1150,Blekinge,Karlskrona,Bergåsa-Västra Mark-Annebo,18-64,80-90,60-70
10,1080,1080C1150,Blekinge,Karlskrona,Bergåsa-Västra Mark-Annebo,65+,90-100,90-100
12,1277,1277A0010,Skåne,Åstorp,Kvidinge omland,18-64,70-80,60-70
12,1277,1277A0010,Skåne,Åstorp,Kvidinge omland,65+,80-90,80-90
14,1488,1488C1160,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,18-64,70-80,40-50
14,1488,1488C1160,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,65+,80-90,80-90
10,1080,1080C1130,Blekinge,Karlskrona,Nättraby tätort,18-64,90-100,70-80
10,1080,1080C1130,Blekinge,Karlskrona,Nättraby tätort,65+,90-100,90-100
12,1284,1284C1050,Skåne,Höganäs,Lerberget,18-64,80-90,70-80
12,1284,1284C1050,Skåne,Höganäs,Lerberget,65+,90-100,90-100
10,1080,1080C1160,Blekinge,Karlskrona,Marieberg-Gullberna,18-64,60-70,40-50
10,1080,1080C1160,Blekinge,Karlskrona,Marieberg-Gullberna,65+,80-90,80-90
10,1080,1080A0010,Blekinge,Karlskrona,Torhamn-Kristianopel-Jämjös omland,18-64,80-90,60-70
10,1080,1080A0010,Blekinge,Karlskrona,Torhamn-Kristianopel-Jämjös omland,65+,90-100,90-100
12,1292,1292B4010,Skåne,Ängelholm,Strövelstorp,18-64,70-80,60-70
12,1292,1292B4010,Skåne,Ängelholm,Strövelstorp,65+,90-100,90-100
10,1081,1081C1040,Blekinge,Ronneby,Älgbacken-Hjorthöjden,18-64,50-60,40-50
10,1081,1081C1040,Blekinge,Ronneby,Älgbacken-Hjorthöjden,65+,80-90,80-90
14,1488,1488C1010,Västra Götaland,Trollhättan,Södra Lextorp-Alingsåker,18-64,60-70,40-50
14,1488,1488C1010,Västra Götaland,Trollhättan,Södra Lextorp-Alingsåker,65+,90-100,80-90
14,1488,1488C1040,Västra Götaland,Trollhättan,Södra Skoftebyn,18-64,80-90,60-70
14,1488,1488C1040,Västra Götaland,Trollhättan,Södra Skoftebyn,65+,90-100,90-100
01,0126,0126C1270,Stockholm,Huddinge,Glömsta-Loviseberg,18-64,80-90,60-70
01,0126,0126C1270,Stockholm,Huddinge,Glömsta-Loviseberg,65+,80-90,70-80
05,0563,0563B2010,Östergötland,Valdemarsvik,Ringarum-Gusum,18-64,70-80,50-60
05,0563,0563B2010,Östergötland,Valdemarsvik,Ringarum-Gusum,65+,90-100,90-100
14,1499,1499A0050,Västra Götaland,Falköping,Gudhem-Torbjörntorp,18-64,70-80,60-70
14,1499,1499A0050,Västra Götaland,Falköping,Gudhem-Torbjörntorp,65+,90-100,90-100
01,0127,0127C1430,Stockholm,Botkyrka,Hallunda,18-64,40-50,30-40
01,0127,0127C1430,Stockholm,Botkyrka,Hallunda,65+,80-90,80-90
14,1499,1499B2010,Västra Götaland,Falköping,Stenstorp,18-64,70-80,50-60
14,1499,1499B2010,Västra Götaland,Falköping,Stenstorp,65+,90-100,80-90
01,0138,0138C1130,Stockholm,Tyresö,Granängsringen-Nyboda,18-64,50-60,40-50
01,0138,0138C1130,Stockholm,Tyresö,Granängsringen-Nyboda,65+,80-90,80-90
14,1470,1470C1020,Västra Götaland,Vara,Vara västra,18-64,70-80,50-60
14,1470,1470C1020,Västra Götaland,Vara,Vara västra,65+,90-100,90-100
14,1485,1485B2030,Västra Götaland,Uddevalla,Ljungskile-Ulvesund,18-64,70-80,50-60
14,1485,1485B2030,Västra Götaland,Uddevalla,Ljungskile-Ulvesund,65+,90-100,90-100
18,1880,1880C1380,Örebro,Örebro,Markbacken-Västra Mark,18-64,70-80,60-70
18,1880,1880C1380,Örebro,Örebro,Markbacken-Västra Mark,65+,90-100,90-100
14,1421,1421C1020,Västra Götaland,Orust,Henån,18-64,80-90,60-70
14,1421,1421C1020,Västra Götaland,Orust,Henån,65+,90-100,90-100
14,1488,1488C1030,Västra Götaland,Trollhättan,Sylte-Hörlycke-Eriksro,18-64,50-60,30-40
14,1488,1488C1030,Västra Götaland,Trollhättan,Sylte-Hörlycke-Eriksro,65+,80-90,70-80
01,0180,0180C2140,Stockholm,Stockholm,Solberga,18-64,70-80,50-60
01,0180,0180C2140,Stockholm,Stockholm,Solberga,65+,80-90,80-90
04,0484,0484A0020,Södermanland,Eskilstuna,Ärla-Hällberga,18-64,80-90,60-70
04,0484,0484A0020,Södermanland,Eskilstuna,Ärla-Hällberga,65+,90-100,80-90
14,1497,1497C1010,Västra Götaland,Hjo,Hjo söder,18-64,80-90,60-70
14,1497,1497C1010,Västra Götaland,Hjo,Hjo söder,65+,90-100,90-100
14,1421,1421A0050,Västra Götaland,Orust,Morlanda-Tegneby-Stala,18-64,70-80,60-70
14,1421,1421A0050,Västra Götaland,Orust,Morlanda-Tegneby-Stala,65+,90-100,90-100
14,1488,1488C1090,Västra Götaland,Trollhättan,Kronogårds Torg-Frälsegården,18-64,40-50,20-30
14,1488,1488C1090,Västra Götaland,Trollhättan,Kronogårds Torg-Frälsegården,65+,70-80,70-80
05,0560,0560A0010,Östergötland,Boxholm,Boxholm omnejd,18-64,80-90,60-70
05,0560,0560A0010,Östergötland,Boxholm,Boxholm omnejd,65+,90-100,90-100
14,1488,1488C1110,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,18-64,60-70,30-40
14,1488,1488C1110,Västra Götaland,Trollhättan,Karlstorp-Hjortmossen,65+,90-100,80-90
18,1883,1883C1060,Örebro,Karlskoga,Karlskoga västra tätort,18-64,80-90,80-90
18,1883,1883C1060,Örebro,Karlskoga,Karlskoga västra tätort,65+,90-100,90-100
14,1488,1488C1140,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,18-64,80-90,60-70
14,1488,1488C1140,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,65+,90-100,90-100
14,1488,1488C1190,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,18-64,70-80,40-50
14,1488,1488C1190,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,65+,90-100,90-100
14,1488,1488C1210,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,18-64,80-90,50-60
14,1488,1488C1210,Västra Götaland,Trollhättan,Dannebacken-Stavre-Sandhem,65+,90-100,90-100
14,1496,1496C1030,Västra Götaland,Skövde,Hentorp-Våmb,18-64,80-90,60-70
14,1496,1496C1030,Västra Götaland,Skövde,Hentorp-Våmb,65+,90-100,90-100
05,0561,0561A0030,Östergötland,Åtvidaberg,Åtvidaberg nord,18-64,80-90,70-80
05,0561,0561A0030,Östergötland,Åtvidaberg,Åtvidaberg nord,65+,90-100,90-100
14,1497,1497C1020,Västra Götaland,Hjo,Hjo söder,18-64,80-90,60-70
14,1497,1497C1020,Västra Götaland,Hjo,Hjo söder,65+,90-100,90-100
14,1488,1488C1180,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,18-64,80-90,40-50
14,1488,1488C1180,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,65+,90-100,90-100
14,1471,1471A0020,Västra Götaland,Götene,Götene kommun nordvästra,18-64,80-90,60-70
14,1471,1471A0020,Västra Götaland,Götene,Götene kommun nordvästra,65+,90-100,90-100
05,0581,0581C1390,Östergötland,Norrköping,Nordvästra Nordantill,18-64,70-80,50-60
05,0581,0581C1390,Östergötland,Norrköping,Nordvästra Nordantill,65+,80-90,80-90
18,1880,1880C1500,Örebro,Örebro,Holmen-Hjärsta,18-64,80-90,70-80
18,1880,1880C1500,Örebro,Örebro,Holmen-Hjärsta,65+,90-100,90-100
14,1484,1484A0010,Västra Götaland,Lysekil,Skaftö,18-64,80-90,60-70
14,1484,1484A0010,Västra Götaland,Lysekil,Skaftö,65+,90-100,90-100
14,1499,1499A0060,Västra Götaland,Falköping,Stenstorp,18-64,70-80,60-70
14,1499,1499A0060,Västra Götaland,Falköping,Stenstorp,65+,90-100,90-100
14,1421,1421A0060,Västra Götaland,Orust,Torp-Myckleby-Långelanda,18-64,70-80,50-60
14,1421,1421A0060,Västra Götaland,Orust,Torp-Myckleby-Långelanda,65+,90-100,90-100
14,1488,1488C1220,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,18-64,80-90,40-50
14,1488,1488C1220,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,65+,90-100,90-100
01,0180,0180C2180,Stockholm,Stockholm,Solberga,18-64,70-80,50-60
01,0180,0180C2180,Stockholm,Stockholm,Solberga,65+,80-90,80-90
01,0180,0180C2160,Stockholm,Stockholm,Östberga,18-64,50-60,40-50
01,0180,0180C2160,Stockholm,Stockholm,Östberga,65+,80-90,80-90
01,0180,0180C2100,Stockholm,Stockholm,Liseberg,18-64,80-90,70-80
01,0180,0180C2100,Stockholm,Stockholm,Liseberg,65+,90-100,90-100
14,1488,1488C1240,Västra Götaland,Trollhättan,Hjulkvarn,18-64,80-90,60-70
14,1488,1488C1240,Västra Götaland,Trollhättan,Hjulkvarn,65+,90-100,80-90
05,0561,0561B2010,Östergötland,Åtvidaberg,Åtvidaberg nord,18-64,90-100,70-80
05,0561,0561B2010,Östergötland,Åtvidaberg,Åtvidaberg nord,65+,90-100,90-100
01,0138,0138C1240,Stockholm,Tyresö,Tyresö Strand,18-64,80-90,70-80
01,0138,0138C1240,Stockholm,Tyresö,Tyresö Strand,65+,90-100,90-100
14,1497,1497C1040,Västra Götaland,Hjo,Hjo norr,18-64,70-80,50-60
14,1497,1497C1040,Västra Götaland,Hjo,Hjo norr,65+,90-100,80-90
14,1488,1488C1200,Västra Götaland,Trollhättan,Strömslund-Torsred-Källstorp,18-64,80-90,60-70
14,1488,1488C1200,Västra Götaland,Trollhättan,Strömslund-Torsred-Källstorp,65+,90-100,90-100
05,0586,0586C1040,Östergötland,Mjölby,Vasa,18-64,70-80,60-70
05,0586,0586C1040,Östergötland,Mjölby,Vasa,65+,90-100,90-100
01,0180,0180C1470,Stockholm,Stockholm,Bandhagen,18-64,60-70,50-60
01,0180,0180C1470,Stockholm,Stockholm,Bandhagen,65+,70-80,70-80
14,1497,1497C1030,Västra Götaland,Hjo,Hjo norr,18-64,70-80,50-60
14,1497,1497C1030,Västra Götaland,Hjo,Hjo norr,65+,90-100,90-100
14,1488,1488C1170,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,18-64,70-80,40-50
14,1488,1488C1170,Västra Götaland,Trollhättan,Trollhättan centrum-Tingvalla-Västergärdet,65+,90-100,90-100
14,1470,1470B2010,Västra Götaland,Vara,Kvänum,18-64,60-70,40-50
14,1470,1470B2010,Västra Götaland,Vara,Kvänum,65+,90-100,80-90
21,2181,2181C1040,Gävleborg,Sandviken,Sandviken södra tätorten,18-64,80-90,70-80
21,2181,2181C1040,Gävleborg,Sandviken,Sandviken södra tätorten,65+,90-100,90-100
05,0586,0586C1010,Östergötland,Mjölby,Västra Lundby,18-64,70-80,60-70
05,0586,0586C1010,Östergötland,Mjölby,Västra Lundby,65+,90-100,90-100
05,0586,0586C1020,Östergötland,Mjölby,Sörby-Östra Lundby-Centrum,18-64,70-80,60-70
05,0586,0586C1020,Östergötland,Mjölby,Sörby-Östra Lundby-Centrum,65+,90-100,90-100
05,0563,0563A0020,Östergötland,Valdemarsvik,Gryt-Skärgården,18-64,80-90,60-70
05,0563,0563A0020,Östergötland,Valdemarsvik,Gryt-Skärgården,65+,90-100,90-100
05,0586,0586C1030,Östergötland,Mjölby,Eldslösa,18-64,90-100,70-80
05,0586,0586C1030,Östergötland,Mjölby,Eldslösa,65+,90-100,90-100
05,0586,0586C1050,Östergötland,Mjölby,Mjölby östra,18-64,80-90,70-80
05,0586,0586C1050,Östergötland,Mjölby,Mjölby östra,65+,90-100,90-100
14,1488,1488C1120,Västra Götaland,Trollhättan,Halvorstorp,18-64,90-100,60-70
14,1488,1488C1120,Västra Götaland,Trollhättan,Halvorstorp,65+,90-100,90-100
14,1484,1484C1010,Västra Götaland,Lysekil,Lysekil,18-64,80-90,60-70
14,1484,1484C1010,Västra Götaland,Lysekil,Lysekil,65+,90-100,90-100
05,0586,0586C1070,Östergötland,Mjölby,Tunet-Hagaparken,18-64,80-90,60-70
05,0586,0586C1070,Östergötland,Mjölby,Tunet-Hagaparken,65+,90-100,90-100
14,1462,1462A0030,Västra Götaland,Lilla Edet,Tösslanda-Hjärtum-Öresjö,18-64,70-80,50-60
14,1462,1462A0030,Västra Götaland,Lilla Edet,Tösslanda-Hjärtum-Öresjö,65+,90-100,90-100
14,1484,1484C1040,Västra Götaland,Lysekil,Lysekil,18-64,70-80,50-60
14,1484,1484C1040,Västra Götaland,Lysekil,Lysekil,65+,90-100,90-100
14,1488,1488C1250,Västra Götaland,Trollhättan,Björndalen-Vårvik,18-64,90-100,60-70
14,1488,1488C1250,Västra Götaland,Trollhättan,Björndalen-Vårvik,65+,90-100,90-100
14,1497,1497A0020,Västra Götaland,Hjo,Hjo landsbygd,18-64,70-80,50-60
14,1497,1497A0020,Västra Götaland,Hjo,Hjo landsbygd,65+,90-100,80-90
14,1488,1488C1230,Västra Götaland,Trollhättan,Strömslund-Torsred-Källstorp,18-64,90-100,60-70
14,1488,1488C1230,Västra Götaland,Trollhättan,Strömslund-Torsred-Källstorp,65+,90-100,90-100
05,0580,0580A0010,Östergötland,Linköping,Valkebo omland,18-64,80-90,70-80
05,0580,0580A0010,Östergötland,Linköping,Valkebo omland,65+,90-100,90-100
14,1484,1484C1020,Västra Götaland,Lysekil,Lysekil,18-64,70-80,60-70
14,1484,1484C1020,Västra Götaland,Lysekil,Lysekil,65+,90-100,90-100
14,1485,1485C1060,Västra Götaland,Uddevalla,Uddelvalla Söder-Södra centrum,18-64,70-80,50-60
14,1485,1485C1060,Västra Götaland,Uddevalla,Uddelvalla Söder-Södra centrum,65+,90-100,90-100
14,1484,1484C1050,Västra Götaland,Lysekil,Lysekil,18-64,80-90,70-80
14,1484,1484C1050,Västra Götaland,Lysekil,Lysekil,65+,90-100,90-100
05,0561,0561A0020,Östergötland,Åtvidaberg,Åtvidaberg nord,18-64,80-90,70-80
05,0561,0561A0020,Östergötland,Åtvidaberg,Åtvidaberg nord,65+,90-100,90-100
05,0586,0586C1080,Östergötland,Mjölby,Svartå strand-Centrum-Albacken,18-64,80-90,60-70
05,0586,0586C1080,Östergötland,Mjölby,Svartå strand-Centrum-Albacken,65+,90-100,90-100
14,1421,1421B5010,Västra Götaland,Orust,Torp-Myckleby-Långelanda,18-64,70-80,50-60
14,1421,1421B5010,Västra Götaland,Orust,Torp-Myckleby-Långelanda,65+,80-90,80-90
20,2080,2080C1190,Dalarna,Falun,Stennäset-Britsarvet-Lugnet,18-64,90-100,70-80
20,2080,2080C1190,Dalarna,Falun,Stennäset-Britsarvet-Lugnet,65+,90-100,90-100
05,0586,0586C1060,Östergötland,Mjölby,Ryttarhagen-Högby,18-64,70-80,60-70
05,0586,0586C1060,Östergötland,Mjölby,Ryttarhagen-Högby,65+,90-100,90-100
20,2080,2080C1230,Dalarna,Falun,Slätta-Gamla Berget,18-64,90-100,80-90
20,2080,2080C1230,Dalarna,Falun,Slätta-Gamla Berget,65+,90-100,90-100
21,2181,2181B2030,Gävleborg,Sandviken,Kungsgården,18-64,80-90,70-80
21,2181,2181B2030,Gävleborg,Sandviken,Kungsgården,65+,80-90,80-90
05,0580,0580B6020,Östergötland,Linköping,Sturefors,18-64,80-90,70-80
05,0580,0580B6020,Östergötland,Linköping,Sturefors,65+,90-100,90-100
05,0586,0586A0010,Östergötland,Mjölby,Västra Harg-Östra Tollstad,18-64,80-90,70-80
05,0586,0586A0010,Östergötland,Mjölby,Västra Harg-Östra Tollstad,65+,90-100,90-100
14,1496,1496C1010,Västra Götaland,Skövde,Skultorp-Skultorpsbygden,18-64,80-90,60-70
14,1496,1496C1010,Västra Götaland,Skövde,Skultorp-Skultorpsbygden,65+,90-100,90-100
